sequence_path,sequence_idx,split,segment_idx,label,snippet_path,start_frame,end_frame,duration_frames,start_s,end_s,duration_s,truncated
data\results\sequences\train\sequence_0.npy,0,train,808,G01,data\results\fragments_combined\G01\AMAR170.20240803T224714Z_idx6117.npy,158339,158376,37,15833.9,15837.6,3.7,False
data\results\sequences\train\sequence_0.npy,0,train,809,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20250218T080754Z_idx10328.npy,158376,158871,495,15837.6,15887.1,49.5,False
data\results\sequences\train\sequence_0.npy,0,train,810,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240503T124445Z_idx10493.npy,158871,158976,105,15887.1,15897.6,10.5,False
data\results\sequences\train\sequence_0.npy,0,train,811,G01,data\results\fragments_combined\G01\AMAR170.20241003T014714Z_idx7486.npy,158976,159005,29,15897.6,15900.5,2.9,False
data\results\sequences\train\sequence_0.npy,0,train,812,G01,data\results\fragments_combined\G01\AMAR170.20240618T104445Z_idx4540.npy,159005,159019,14,15900.5,15901.9,1.4,False
data\results\sequences\train\sequence_0.npy,0,train,813,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20250403T060754Z_idx10364.npy,159019,159040,21,15901.9,15904.0,2.1,False
data\results\sequences\train\sequence_0.npy,0,train,814,G01,data\results\fragments_combined\G01\AMAR1273.20241104T214454Z_idx1986.npy,159040,159454,414,15904.0,15945.4,41.4,False
data\results\sequences\train\sequence_0.npy,0,train,815,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20241218T124454Z_idx10179.npy,159454,159506,52,15945.4,15950.6,5.2,False
data\results\sequences\train\sequence_0.npy,0,train,816,G01,data\results\fragments_combined\G01\AMAR887.20241003T221437Z_idx9354.npy,159506,159513,7,15950.6,15951.3,0.7,False
data\results\sequences\train\sequence_0.npy,0,train,817,Nothing,data\results\fragments_combined\Nothing\AMAR887.20241003T072437Z_idx11520.npy,159513,159556,43,15951.3,15955.6,4.3,False
data\results\sequences\train\sequence_0.npy,0,train,818,G01,data\results\fragments_combined\G01\AMAR1270.20241118T004723Z_idx406.npy,159556,159774,218,15955.6,15977.4,21.8,False
data\results\sequences\train\sequence_0.npy,0,train,819,G01,data\results\fragments_combined\G01\AMAR170.20240803T152714Z_idx5644.npy,159774,159781,7,15977.4,15978.1,0.7,False
data\results\sequences\train\sequence_0.npy,0,train,820,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250103T075723Z_idx9582.npy,159781,159926,145,15978.1,15992.6,14.5,False
data\results\sequences\train\sequence_0.npy,0,train,821,G01,data\results\fragments_combined\G01\AMAR170.20240419T084445Z_idx3331.npy,159926,159983,57,15992.6,15998.3,5.7,False
data\results\sequences\train\sequence_0.npy,0,train,822,Nothing,data\results\fragments_combined\Nothing\AMAR887.20241003T202437Z_idx11541.npy,159983,160559,576,15998.3,16055.9,57.6,False
data\results\sequences\train\sequence_0.npy,0,train,823,G01,data\results\fragments_combined\G01\AMAR170.20240703T200445Z_idx4765.npy,160559,160657,98,16055.9,16065.7,9.8,False
data\results\sequences\train\sequence_0.npy,0,train,824,G01,data\results\fragments_combined\G01\AMAR170.20240918T082714Z_idx6959.npy,160657,160669,12,16065.7,16066.9,1.2,False
data\results\sequences\train\sequence_0.npy,0,train,825,G01,data\results\fragments_combined\G01\AMAR170.20241003T002714Z_idx7296.npy,160669,160688,19,16066.9,16068.8,1.9,False
data\results\sequences\train\sequence_0.npy,0,train,826,G01,data\results\fragments_combined\G01\AMAR170.20240718T054714Z_idx4961.npy,160688,160697,9,16068.8,16069.7,0.9,False
data\results\sequences\train\sequence_0.npy,0,train,827,G01,data\results\fragments_combined\G01\AMAR170.20240803T203714Z_idx5938.npy,160697,160714,17,16069.7,16071.4,1.7,False
data\results\sequences\train\sequence_0.npy,0,train,828,Nothing,data\results\fragments_combined\Nothing\AMAR887.20240901T031437Z_idx11436.npy,160714,161198,484,16071.4,16119.8,48.4,False
data\results\sequences\train\sequence_0.npy,0,train,829,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20241118T014454Z_idx10099.npy,161198,161586,388,16119.8,16158.6,38.8,False
data\results\sequences\train\sequence_0.npy,0,train,830,Nothing,data\results\fragments_combined\Nothing\AMAR170.20241018T023714Z_idx11052.npy,161586,161842,256,16158.6,16184.2,25.6,False
data\results\sequences\train\sequence_0.npy,0,train,831,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240419T145445Z_idx10445.npy,161842,162066,224,16184.2,16206.6,22.4,False
data\results\sequences\train\sequence_0.npy,0,train,832,G01,data\results\fragments_combined\G01\AMAR170.20241003T033714Z_idx7664.npy,162066,162165,99,16206.6,16216.5,9.9,False
data\results\sequences\train\sequence_0.npy,0,train,833,G01,data\results\fragments_combined\G01\AMAR1270.20241107T184723Z_idx351.npy,162165,162180,15,16216.5,16218.0,1.5,False
data\results\sequences\train\sequence_0.npy,0,train,834,G01,data\results\fragments_combined\G01\AMAR170.20240818T003714Z_idx6196.npy,162180,162187,7,16218.0,16218.7,0.7,False
data\results\sequences\train\sequence_0.npy,0,train,835,G01,data\results\fragments_combined\G01\AMAR184.20241103T210732Z_idx8760.npy,162187,162275,88,16218.7,16227.5,8.8,False
data\results\sequences\train\sequence_0.npy,0,train,836,G01,data\results\fragments_combined\G01\AMAR170.20240803T232714Z_idx6135.npy,162275,162571,296,16227.5,16257.1,29.6,False
data\results\sequences\train\sequence_0.npy,0,train,837,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250103T055723Z_idx9572.npy,162571,162592,21,16257.1,16259.2,2.1,False
data\results\sequences\train\sequence_0.npy,0,train,838,G01,data\results\fragments_combined\G01\AMAR1273.20250103T224454Z_idx2742.npy,162592,162636,44,16259.2,16263.6,4.4,False
data\results\sequences\train\sequence_0.npy,0,train,839,G01,data\results\fragments_combined\G01\AMAR1273.20241218T045454Z_idx2181.npy,162636,162746,110,16263.6,16274.6,11.0,False
data\results\sequences\train\sequence_0.npy,0,train,840,G01,data\results\fragments_combined\G01\AMAR1270.20241107T044723Z_idx105.npy,162746,162756,10,16274.6,16275.6,1.0,False
data\results\sequences\train\sequence_0.npy,0,train,841,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20241218T073454Z_idx10173.npy,162756,163163,407,16275.6,16316.3,40.7,False
data\results\sequences\train\sequence_0.npy,0,train,842,G01,data\results\fragments_combined\G01\AMAR170.20241003T002714Z_idx7250.npy,163163,163173,10,16316.3,16317.3,1.0,False
data\results\sequences\train\sequence_0.npy,0,train,843,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240903T124714Z_idx10863.npy,163173,163636,463,16317.3,16363.6,46.3,False
data\results\sequences\train\sequence_0.npy,0,train,844,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240703T160445Z_idx10582.npy,163636,163687,51,16363.6,16368.7,5.1,False
data\results\sequences\train\sequence_0.npy,0,train,845,G01,data\results\fragments_combined\G01\AMAR1270.20241107T170723Z_idx283.npy,163687,163704,17,16368.7,16370.4,1.7,False
data\results\sequences\train\sequence_0.npy,0,train,846,G01,data\results\fragments_combined\G01\AMAR170.20240818T104714Z_idx6416.npy,163704,163920,216,16370.4,16392.0,21.6,False
data\results\sequences\train\sequence_0.npy,0,train,847,G01,data\results\fragments_combined\G01\AMAR170.20240419T124445Z_idx3595.npy,163920,163930,10,16392.0,16393.0,1.0,False
data\results\sequences\train\sequence_0.npy,0,train,848,G01,data\results\fragments_combined\G01\AMAR170.20241018T232714Z_idx8431.npy,163930,163983,53,16393.0,16398.3,5.3,False
data\results\sequences\train\sequence_0.npy,0,train,849,G01,data\results\fragments_combined\G01\AMAR1270.20250203T040257Z_idx1004.npy,163983,164011,28,16398.3,16401.1,2.8,False
data\results\sequences\train\sequence_0.npy,0,train,850,Nothing,data\results\fragments_combined\Nothing\AMAR170.20241018T123714Z_idx11090.npy,164011,164622,611,16401.1,16462.2,61.1,False
data\results\sequences\train\sequence_0.npy,0,train,851,Nothing,data\results\fragments_combined\Nothing\AMAR887.20240903T081437Z_idx11498.npy,164622,165153,531,16462.2,16515.3,53.1,False
data\results\sequences\train\sequence_0.npy,0,train,852,Nothing,data\results\fragments_combined\Nothing\AMAR170.20241018T062714Z_idx11071.npy,165153,165655,502,16515.3,16565.5,50.2,False
data\results\sequences\train\sequence_0.npy,0,train,853,G01,data\results\fragments_combined\G01\AMAR170.20241018T224714Z_idx8422.npy,165655,165691,36,16565.5,16569.1,3.6,False
data\results\sequences\train\sequence_0.npy,0,train,854,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250303T072257Z_idx9827.npy,165691,166226,535,16569.1,16622.6,53.5,False
data\results\sequences\train\sequence_0.npy,0,train,855,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20250103T035454Z_idx10194.npy,166226,166817,591,16622.6,16681.7,59.1,False
data\results\sequences\train\sequence_0.npy,0,train,856,Nothing,data\results\fragments_combined\Nothing\AMAR887.20241003T082437Z_idx11527.npy,166817,167048,231,16681.7,16704.8,23.1,False
data\results\sequences\train\sequence_0.npy,0,train,857,Nothing,data\results\fragments_combined\Nothing\AMAR1271.20250318T070003Z_idx9964.npy,167048,167696,648,16704.8,16769.6,64.8,False
data\results\sequences\train\sequence_0.npy,0,train,858,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20250403T151754Z_idx10375.npy,167696,167980,284,16769.6,16798.0,28.4,False
data\results\sequences\train\sequence_0.npy,0,train,859,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240419T050445Z_idx10411.npy,167980,168542,562,16798.0,16854.2,56.2,False
data\results\sequences\train\sequence_0.npy,0,train,860,G01,data\results\fragments_combined\G01\AMAR170.20240803T223714Z_idx6103.npy,168542,168598,56,16854.2,16859.8,5.6,False
data\results\sequences\train\sequence_0.npy,0,train,861,G01,data\results\fragments_combined\G01\AMAR170.20240818T014714Z_idx6379.npy,168598,168603,5,16859.8,16860.3,0.5,False
data\results\sequences\train\sequence_0.npy,0,train,862,Nothing,data\results\fragments_combined\Nothing\AMAR1271.20250403T230003Z_idx10002.npy,168603,168975,372,16860.3,16897.5,37.2,False
data\results\sequences\train\sequence_0.npy,0,train,863,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240803T222714Z_idx10755.npy,168975,169367,392,16897.5,16936.7,39.2,False
data\results\sequences\train\sequence_0.npy,0,train,864,G01,data\results\fragments_combined\G01\AMAR170.20240803T084714Z_idx5177.npy,169367,169380,13,16936.7,16938.0,1.3,False
data\results\sequences\train\sequence_0.npy,0,train,865,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240803T163714Z_idx10733.npy,169380,169672,292,16938.0,16967.2,29.2,False
data\results\sequences\train\sequence_0.npy,0,train,866,Nothing,data\results\fragments_combined\Nothing\AMAR1271.20250318T002003Z_idx9940.npy,169672,169852,180,16967.2,16985.2,18.0,False
data\results\sequences\train\sequence_0.npy,0,train,867,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240803T112714Z_idx10712.npy,169852,170006,154,16985.2,17000.6,15.4,False
data\results\sequences\train\sequence_0.npy,0,train,868,Nothing,data\results\fragments_combined\Nothing\AMAR184.20241118T002249Z_idx11358.npy,170006,170137,131,17000.6,17013.7,13.1,False
data\results\sequences\train\sequence_0.npy,0,train,869,G01,data\results\fragments_combined\G01\AMAR170.20240803T082714Z_idx5161.npy,170137,170215,78,17013.7,17021.5,7.8,False
data\results\sequences\train\sequence_0.npy,0,train,870,G01,data\results\fragments_combined\G01\AMAR170.20241018T224714Z_idx8408.npy,170215,170295,80,17021.5,17029.5,8.0,False
data\results\sequences\train\sequence_0.npy,0,train,871,G01,data\results\fragments_combined\G01\AMAR1273.20241218T003454Z_idx2053.npy,170295,170372,77,17029.5,17037.2,7.7,False
data\results\sequences\train\sequence_0.npy,0,train,872,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240803T222714Z_idx10756.npy,170372,170429,57,17037.2,17042.9,5.7,False
data\results\sequences\train\sequence_0.npy,0,train,873,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240419T054445Z_idx10413.npy,170429,170555,126,17042.9,17055.5,12.6,False
data\results\sequences\train\sequence_0.npy,0,train,874,G01,data\results\fragments_combined\G01\AMAR184.20241118T112249Z_idx8784.npy,170555,170572,17,17055.5,17057.2,1.7,False
data\results\sequences\train\sequence_0.npy,0,train,875,G01,data\results\fragments_combined\G01\AMAR170.20241003T014714Z_idx7515.npy,170572,170582,10,17057.2,17058.2,1.0,False
data\results\sequences\train\sequence_0.npy,0,train,876,Nothing,data\results\fragments_combined\Nothing\AMAR170.20241018T054714Z_idx11070.npy,170582,170649,67,17058.2,17064.9,6.7,False
data\results\sequences\train\sequence_0.npy,0,train,877,G01,data\results\fragments_combined\G01\AMAR170.20240703T195445Z_idx4738.npy,170649,170686,37,17064.9,17068.6,3.7,False
data\results\sequences\train\sequence_0.npy,0,train,878,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20250103T203454Z_idx10257.npy,170686,171066,380,17068.6,17106.6,38.0,False
data\results\sequences\train\sequence_0.npy,0,train,879,G01,data\results\fragments_combined\G01\AMAR170.20240718T064714Z_idx4994.npy,171066,171072,6,17106.6,17107.2,0.6,False
data\results\sequences\train\sequence_0.npy,0,train,880,G01,data\results\fragments_combined\G01\AMAR1273.20250218T062754Z_idx2866.npy,171072,171141,69,17107.2,17114.1,6.9,False
data\results\sequences\train\sequence_0.npy,0,train,881,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20241118T104454Z_idx10114.npy,171141,171531,390,17114.1,17153.1,39.0,False
data\results\sequences\train\sequence_0.npy,0,train,882,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250403T082257Z_idx9884.npy,171531,171726,195,17153.1,17172.6,19.5,False
data\results\sequences\train\sequence_0.npy,0,train,883,G01,data\results\fragments_combined\G01\AMAR1270.20250203T032257Z_idx990.npy,171726,171737,11,17172.6,17173.7,1.1,False
data\results\sequences\train\sequence_0.npy,0,train,884,G01,data\results\fragments_combined\G01\AMAR1270.20250103T034723Z_idx591.npy,171737,171764,27,17173.7,17176.4,2.7,False
data\results\sequences\train\sequence_0.npy,0,train,885,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240718T003714Z_idx10612.npy,171764,172241,477,17176.4,17224.1,47.7,False
data\results\sequences\train\sequence_0.npy,0,train,886,G01,data\results\fragments_combined\G01\AMAR170.20241003T003714Z_idx7338.npy,172241,172267,26,17224.1,17226.7,2.6,False
data\results\sequences\train\sequence_0.npy,0,train,887,G01,data\results\fragments_combined\G01\AMAR170.20240918T102714Z_idx7004.npy,172267,172450,183,17226.7,17245.0,18.3,False
data\results\sequences\train\sequence_0.npy,0,train,888,G01,data\results\fragments_combined\G01\AMAR170.20240419T035445Z_idx3158.npy,172450,172474,24,17245.0,17247.4,2.4,False
data\results\sequences\train\sequence_0.npy,0,train,889,G01,data\results\fragments_combined\G01\AMAR170.20241003T052714Z_idx7789.npy,172474,172486,12,17247.4,17248.6,1.2,False
data\results\sequences\train\sequence_0.npy,0,train,890,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240618T214445Z_idx10528.npy,172486,172662,176,17248.6,17266.2,17.6,False
data\results\sequences\train\sequence_0.npy,0,train,891,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240718T002714Z_idx10611.npy,172662,172953,291,17266.2,17295.3,29.1,False
data\results\sequences\train\sequence_0.npy,0,train,892,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20241218T043454Z_idx10159.npy,172953,173412,459,17295.3,17341.2,45.9,False
data\results\sequences\train\sequence_0.npy,0,train,893,G01,data\results\fragments_combined\G01\AMAR170.20240419T035445Z_idx3197.npy,173412,173441,29,17341.2,17344.1,2.9,False
data\results\sequences\train\sequence_0.npy,0,train,894,G01,data\results\fragments_combined\G01\AMAR1270.20250303T070257Z_idx1443.npy,173441,173448,7,17344.1,17344.8,0.7,False
data\results\sequences\train\sequence_0.npy,0,train,895,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240718T053714Z_idx10641.npy,173448,173636,188,17344.8,17363.6,18.8,False
data\results\sequences\train\sequence_0.npy,0,train,896,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250403T132257Z_idx9896.npy,173636,173743,107,17363.6,17374.3,10.7,False
data\results\sequences\train\sequence_0.npy,0,train,897,G01,data\results\fragments_combined\G01\AMAR170.20240903T234714Z_idx6864.npy,173743,173798,55,17374.3,17379.8,5.5,False
data\results\sequences\train\sequence_0.npy,0,train,898,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20241118T010723Z_idx9446.npy,173798,174369,571,17379.8,17436.9,57.1,False
data\results\sequences\train\sequence_0.npy,0,train,899,G01,data\results\fragments_combined\G01\AMAR170.20241003T022714Z_idx7535.npy,174369,174388,19,17436.9,17438.8,1.9,False
data\results\sequences\train\sequence_0.npy,0,train,900,G01,data\results\fragments_combined\G01\AMAR170.20240419T205445Z_idx4175.npy,174388,174463,75,17438.8,17446.3,7.5,False
data\results\sequences\train\sequence_0.npy,0,train,901,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240419T074445Z_idx10418.npy,174463,174770,307,17446.3,17477.0,30.7,False
data\results\sequences\train\sequence_0.npy,0,train,902,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250218T021257Z_idx9748.npy,174770,174922,152,17477.0,17492.2,15.2,False
data\results\sequences\train\sequence_0.npy,0,train,903,Nothing,data\results\fragments_combined\Nothing\AMAR184.20241018T005732Z_idx11282.npy,174922,174956,34,17492.2,17495.6,3.4,False
data\results\sequences\train\sequence_0.npy,0,train,904,G01,data\results\fragments_combined\G01\AMAR170.20240803T123714Z_idx5468.npy,174956,175166,210,17495.6,17516.6,21.0,False
data\results\sequences\train\sequence_0.npy,0,train,905,G01,data\results\fragments_combined\G01\AMAR1270.20250103T050723Z_idx643.npy,175166,175175,9,17516.6,17517.5,0.9,False
data\results\sequences\train\sequence_0.npy,0,train,906,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20241118T013454Z_idx10097.npy,175175,175781,606,17517.5,17578.1,60.6,False
data\results\sequences\train\sequence_0.npy,0,train,907,G01,data\results\fragments_combined\G01\AMAR170.20241003T013714Z_idx7444.npy,175781,175802,21,17578.1,17580.2,2.1,False
data\results\sequences\train\sequence_0.npy,0,train,908,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20241118T105454Z_idx10116.npy,175802,176124,322,17580.2,17612.4,32.2,False
data\results\sequences\train\sequence_0.npy,0,train,909,G01,data\results\fragments_combined\G01\AMAR1273.20241104T214454Z_idx1989.npy,176124,176221,97,17612.4,17622.1,9.7,False
data\results\sequences\train\sequence_0.npy,0,train,910,G01,data\results\fragments_combined\G01\AMAR184.20240503T012420Z_idx8530.npy,176221,176308,87,17622.1,17630.8,8.7,False
data\results\sequences\train\sequence_0.npy,0,train,911,G01,data\results\fragments_combined\G01\AMAR170.20241003T013714Z_idx7481.npy,176308,176313,5,17630.8,17631.3,0.5,False
data\results\sequences\train\sequence_0.npy,0,train,912,G01,data\results\fragments_combined\G01\AMAR170.20240803T114714Z_idx5429.npy,176313,176398,85,17631.3,17639.8,8.5,False
data\results\sequences\train\sequence_0.npy,0,train,913,G01,data\results\fragments_combined\G01\AMAR170.20240803T132714Z_idx5511.npy,176398,176550,152,17639.8,17655.0,15.2,False
data\results\sequences\train\sequence_0.npy,0,train,914,Nothing,data\results\fragments_combined\Nothing\AMAR1271.20250318T230003Z_idx9981.npy,176550,177042,492,17655.0,17704.2,49.2,False
data\results\sequences\train\sequence_0.npy,0,train,915,Nothing,data\results\fragments_combined\Nothing\AMAR184.20240419T071420Z_idx11147.npy,177042,177381,339,17704.2,17738.1,33.9,False
data\results\sequences\train\sequence_0.npy,0,train,916,Nothing,data\results\fragments_combined\Nothing\AMAR184.20240503T002420Z_idx11160.npy,177381,177777,396,17738.1,17777.7,39.6,False
data\results\sequences\train\sequence_0.npy,0,train,917,G01,data\results\fragments_combined\G01\AMAR1273.20250103T193454Z_idx2682.npy,177777,177788,11,17777.7,17778.8,1.1,False
data\results\sequences\train\sequence_0.npy,0,train,918,G01,data\results\fragments_combined\G01\AMAR170.20240419T155445Z_idx3953.npy,177788,177796,8,17778.8,17779.6,0.8,False
data\results\sequences\train\sequence_0.npy,0,train,919,G01,data\results\fragments_combined\G01\AMAR170.20240918T122714Z_idx7079.npy,177796,177805,9,17779.6,17780.5,0.9,False
data\results\sequences\train\sequence_0.npy,0,train,920,G01,data\results\fragments_combined\G01\AMAR184.20240903T035732Z_idx8625.npy,177805,177831,26,17780.5,17783.1,2.6,False
data\results\sequences\train\sequence_0.npy,0,train,921,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20241203T054723Z_idx9498.npy,177831,178328,497,17783.1,17832.8,49.7,False
data\results\sequences\train\sequence_0.npy,0,train,922,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240818T003714Z_idx10769.npy,178328,178988,660,17832.8,17898.8,66.0,False
data\results\sequences\train\sequence_0.npy,0,train,923,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20241203T195723Z_idx9516.npy,178988,179294,306,17898.8,17929.4,30.6,False
data\results\sequences\train\sequence_0.npy,0,train,924,G01,data\results\fragments_combined\G01\AMAR170.20240803T092714Z_idx5215.npy,179294,179305,11,17929.4,17930.5,1.1,False
data\results\sequences\train\sequence_0.npy,0,train,925,G01,data\results\fragments_combined\G01\AMAR170.20240918T233714Z_idx7154.npy,179305,179340,35,17930.5,17934.0,3.5,False
data\results\sequences\train\sequence_0.npy,0,train,926,G01,data\results\fragments_combined\G01\AMAR1273.20241218T044454Z_idx2131.npy,179340,179357,17,17934.0,17935.7,1.7,False
data\results\sequences\train\sequence_0.npy,0,train,927,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240803T174714Z_idx10740.npy,179357,179536,179,17935.7,17953.6,17.9,False
data\results\sequences\train\sequence_0.npy,0,train,928,G01,data\results\fragments_combined\G01\AMAR1271.20250303T191003Z_idx1723.npy,179536,179678,142,17953.6,17967.8,14.2,False
data\results\sequences\train\sequence_0.npy,0,train,929,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20250103T044454Z_idx10199.npy,179678,180148,470,17967.8,18014.8,47.0,False
data\results\sequences\train\sequence_0.npy,0,train,930,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240903T203714Z_idx10898.npy,180148,180591,443,18014.8,18059.1,44.3,False
data\results\sequences\train\sequence_0.npy,0,train,931,G01,data\results\fragments_combined\G01\AMAR887.20241003T063437Z_idx9236.npy,180591,180831,240,18059.1,18083.1,24.0,False
data\results\sequences\train\sequence_0.npy,0,train,932,G01,data\results\fragments_combined\G01\AMAR170.20241003T014714Z_idx7484.npy,180831,180846,15,18083.1,18084.6,1.5,False
data\results\sequences\train\sequence_0.npy,0,train,933,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250118T050723Z_idx9621.npy,180846,181082,236,18084.6,18108.2,23.6,False
data\results\sequences\train\sequence_0.npy,0,train,934,G01,data\results\fragments_combined\G01\AMAR1273.20241218T064454Z_idx2382.npy,181082,181127,45,18108.2,18112.7,4.5,False
data\results\sequences\train\sequence_0.npy,0,train,935,G01,data\results\fragments_combined\G01\AMAR887.20240903T051437Z_idx9079.npy,181127,181165,38,18112.7,18116.5,3.8,False
data\results\sequences\train\sequence_0.npy,0,train,936,G01,data\results\fragments_combined\G01\AMAR1270.20241107T044723Z_idx142.npy,181165,181180,15,18116.5,18118.0,1.5,False
data\results\sequences\train\sequence_0.npy,0,train,937,G01,data\results\fragments_combined\G01\AMAR170.20240419T145445Z_idx3779.npy,181180,181197,17,18118.0,18119.7,1.7,False
data\results\sequences\train\sequence_0.npy,0,train,938,G01,data\results\fragments_combined\G01\AMAR1270.20241107T044723Z_idx141.npy,181197,181208,11,18119.7,18120.8,1.1,False
data\results\sequences\train\sequence_0.npy,0,train,939,G01,data\results\fragments_combined\G01\AMAR170.20240803T023714Z_idx5059.npy,181208,181331,123,18120.8,18133.1,12.3,False
data\results\sequences\train\sequence_0.npy,0,train,940,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240703T204445Z_idx10605.npy,181331,181639,308,18133.1,18163.9,30.8,False
data\results\sequences\train\sequence_0.npy,0,train,941,Nothing,data\results\fragments_combined\Nothing\AMAR1271.20250318T001003Z_idx9937.npy,181639,181825,186,18163.9,18182.5,18.6,False
data\results\sequences\train\sequence_0.npy,0,train,942,G01,data\results\fragments_combined\G01\AMAR1273.20241218T043454Z_idx2107.npy,181825,182027,202,18182.5,18202.7,20.2,False
data\results\sequences\train\sequence_0.npy,0,train,943,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20250103T223454Z_idx10265.npy,182027,182327,300,18202.7,18232.7,30.0,False
data\results\sequences\train\sequence_0.npy,0,train,944,G01,data\results\fragments_combined\G01\AMAR1271.20250318T062003Z_idx1852.npy,182327,182338,11,18232.7,18233.8,1.1,False
data\results\sequences\train\sequence_0.npy,0,train,945,Nothing,data\results\fragments_combined\Nothing\AMAR184.20240903T031732Z_idx11237.npy,182338,182395,57,18233.8,18239.5,5.7,False
data\results\sequences\train\sequence_0.npy,0,train,946,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20250103T065454Z_idx10210.npy,182395,182734,339,18239.5,18273.4,33.9,False
data\results\sequences\train\sequence_0.npy,0,train,947,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240903T154714Z_idx10871.npy,182734,183270,536,18273.4,18327.0,53.6,False
data\results\sequences\train\sequence_0.npy,0,train,948,Nothing,data\results\fragments_combined\Nothing\AMAR184.20240818T071732Z_idx11223.npy,183270,183812,542,18327.0,18381.2,54.2,False
data\results\sequences\train\sequence_0.npy,0,train,949,G01,data\results\fragments_combined\G01\AMAR170.20240703T190445Z_idx4681.npy,183812,183922,110,18381.2,18392.2,11.0,False
data\results\sequences\train\sequence_0.npy,0,train,950,G01,data\results\fragments_combined\G01\AMAR170.20240818T002714Z_G_idx6168.npy,183922,183927,5,18392.2,18392.7,0.5,False
data\results\sequences\train\sequence_0.npy,0,train,951,Nothing,data\results\fragments_combined\Nothing\AMAR184.20241103T180732Z_idx11339.npy,183927,184159,232,18392.7,18415.9,23.2,False
data\results\sequences\train\sequence_0.npy,0,train,952,G01,data\results\fragments_combined\G01\AMAR170.20240718T012714Z_idx4882.npy,184159,184171,12,18415.9,18417.1,1.2,False
data\results\sequences\train\sequence_0.npy,0,train,953,G01,data\results\fragments_combined\G01\AMAR170.20241018T132714Z_idx8008.npy,184171,184184,13,18417.1,18418.4,1.3,False
data\results\sequences\train\sequence_0.npy,0,train,954,G01,data\results\fragments_combined\G01\AMAR170.20240419T110445Z_idx3443.npy,184184,184229,45,18418.4,18422.9,4.5,False
data\results\sequences\train\sequence_0.npy,0,train,955,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240718T043714Z_idx10637.npy,184229,184258,29,18422.9,18425.8,2.9,False
data\results\sequences\train\sequence_0.npy,0,train,956,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250218T060257Z_idx9764.npy,184258,184913,655,18425.8,18491.3,65.5,False
data\results\sequences\train\sequence_0.npy,0,train,957,Nothing,data\results\fragments_combined\Nothing\AMAR021.20240503T094250Z_idx9390.npy,184913,184966,53,18491.3,18496.6,5.3,False
data\results\sequences\train\sequence_0.npy,0,train,958,G01,data\results\fragments_combined\G01\AMAR170.20240803T134714Z_idx5553.npy,184966,185030,64,18496.6,18503.0,6.4,False
data\results\sequences\train\sequence_0.npy,0,train,959,G01,data\results\fragments_combined\G01\AMAR1270.20250203T070257Z_idx1060.npy,185030,185045,15,18503.0,18504.5,1.5,False
