sequence_path,sequence_idx,split,segment_idx,label,snippet_path,start_frame,end_frame,duration_frames,start_s,end_s,duration_s,truncated
data\results\sequences_low_freq\train\sequence_0.npy,0,train,154,G01,data\results\fragments_combined\fragments_32khz\G01\279C0446_idx66.npy,12103,12166,63,1210.3,1216.6,6.3,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,155,G01,data\results\fragments_combined\fragments_32khz\G01\B92C2975_idx239.npy,12166,12369,203,1216.6,1236.9,20.3,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,156,G01,data\results\fragments_combined\fragments_32khz\G01\26D00033_idx2.npy,12369,12378,9,1236.9,1237.8,0.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,157,G01,data\results\fragments_combined\fragments_32khz\G01\279C1870_idx84.npy,12378,12392,14,1237.8,1239.2,1.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,158,G01,data\results\fragments_combined\fragments_32khz\G01\B92C2231_idx218.npy,12392,12412,20,1239.2,1241.2,2.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,159,G01,data\results\fragments_combined\fragments_32khz\G01\B92C1149_idx185.npy,12412,12423,11,1241.2,1242.3,1.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,160,G01,data\results\fragments_combined\fragments_32khz\G01\B92C2232_idx220.npy,12423,12436,13,1242.3,1243.6,1.3,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,161,G01,data\results\fragments_combined\fragments_32khz\G01\B92C0091_idx149.npy,12436,12443,7,1243.6,1244.3,0.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,162,G01,data\results\fragments_combined\fragments_32khz\G01\B92C0091_idx145.npy,12443,12450,7,1244.3,1245.0,0.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,163,G01,data\results\fragments_combined\fragments_32khz\G01\B92C0104_idx166.npy,12450,12618,168,1245.0,1261.8,16.8,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,164,G01,data\results\fragments_combined\fragments_32khz\G01\279C2624_idx126.npy,12618,12710,92,1261.8,1271.0,9.2,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,165,G01,data\results\fragments_combined\fragments_32khz\G01\279C2228_idx111.npy,12710,12871,161,1271.0,1287.1,16.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,166,G01,data\results\fragments_combined\fragments_32khz\G01\B92C0105_idx172.npy,12871,12880,9,1287.1,1288.0,0.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,167,G01,data\results\fragments_combined\fragments_32khz\G01\B92C2979_idx248.npy,12880,12923,43,1288.0,1292.3,4.3,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,168,G01,data\results\fragments_combined\fragments_32khz\G01\279C0265_idx32.npy,12923,12957,34,1292.3,1295.7,3.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,169,G01,data\results\fragments_combined\fragments_32khz\G01\279C2228_idx106.npy,12957,12974,17,1295.7,1297.4,1.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,170,G01,data\results\fragments_combined\fragments_32khz\G01\B92C0092_idx152.npy,12974,13002,28,1297.4,1300.2,2.8,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,171,G01,data\results\fragments_combined\fragments_32khz\G01\26D01659_idx24.npy,13002,13035,33,1300.2,1303.5,3.3,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,172,G01,data\results\fragments_combined\fragments_32khz\G01\279C2978_idx132.npy,13035,13045,10,1303.5,1304.5,1.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,173,G01,data\results\fragments_combined\fragments_32khz\G01\B92C0091_idx148.npy,13045,13058,13,1304.5,1305.8,1.3,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,174,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0446_idx364.npy,13058,13149,91,1305.8,1314.9,9.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,175,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2613_idx618.npy,13149,13174,25,1314.9,1317.4,2.5,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,176,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0246_idx310.npy,13174,13249,75,1317.4,1324.9,7.5,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,177,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0088_idx485.npy,13249,13348,99,1324.9,1334.8,9.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,178,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2224_idx439.npy,13348,13409,61,1334.8,1340.9,6.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,179,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1867_idx416.npy,13409,13491,82,1340.9,1349.1,8.2,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,180,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1161_idx560.npy,13491,13574,83,1349.1,1357.4,8.3,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,181,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1863_idx407.npy,13574,13654,80,1357.4,1365.4,8.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,182,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01286_idx263.npy,13654,13677,23,1365.4,1367.7,2.3,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,183,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0450_idx370.npy,13677,13728,51,1367.7,1372.8,5.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,184,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2224_idx443.npy,13728,13795,67,1372.8,1379.5,6.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,185,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2974_idx641.npy,13795,13821,26,1379.5,1382.1,2.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,186,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D02000_idx296.npy,13821,13866,45,1382.1,1386.6,4.5,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,187,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2977_idx649.npy,13866,13962,96,1386.6,1396.2,9.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,188,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1149_idx551.npy,13962,13981,19,1396.2,1398.1,1.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,189,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0444_idx355.npy,13981,13992,11,1398.1,1399.2,1.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,190,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0246_idx312.npy,13992,14001,9,1399.2,1400.1,0.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,191,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D00573_idx255.npy,14001,14028,27,1400.1,1402.8,2.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,192,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1526_idx569.npy,14028,14128,100,1402.8,1412.8,10.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,193,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2606_idx606.npy,14128,14225,97,1412.8,1422.5,9.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,194,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1867_idx415.npy,14225,14231,6,1422.5,1423.1,0.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,195,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2979_idx662.npy,14231,14255,24,1423.1,1425.5,2.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,196,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2975_idx646.npy,14255,14298,43,1425.5,1429.8,4.3,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,197,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0760_idx384.npy,14298,14379,81,1429.8,1437.9,8.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,198,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0443_idx350.npy,14379,14398,19,1437.9,1439.8,1.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,199,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2971_idx635.npy,14398,14454,56,1439.8,1445.4,5.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,200,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2974_idx639.npy,14454,14492,38,1445.4,1449.2,3.8,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,201,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0770_idx394.npy,14492,14570,78,1449.2,1457.0,7.8,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,202,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0268_idx330.npy,14570,14587,17,1457.0,1458.7,1.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,203,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1525_idx564.npy,14587,14594,7,1458.7,1459.4,0.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,204,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0115_idx307.npy,14594,14678,84,1459.4,1467.8,8.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,205,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0265_idx326.npy,14678,14702,24,1467.8,1470.2,2.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,206,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2978_idx654.npy,14702,14736,34,1470.2,1473.6,3.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,207,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1863_idx405.npy,14736,14770,34,1473.6,1477.0,3.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,208,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2611_idx612.npy,14770,14785,15,1477.0,1478.5,1.5,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,209,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2978_idx469.npy,14785,14846,61,1478.5,1484.6,6.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,210,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2977_idx650.npy,14846,14868,22,1484.6,1486.8,2.2,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,211,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1506_idx401.npy,14868,14964,96,1486.8,1496.4,9.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,212,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2241_idx462.npy,14964,15063,99,1496.4,1506.3,9.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,213,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0439_idx335.npy,15063,15097,34,1506.3,1509.7,3.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,214,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2224_idx442.npy,15097,15169,72,1509.7,1516.9,7.2,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,215,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0440_idx340.npy,15169,15231,62,1516.9,1523.1,6.2,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,216,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2968_idx633.npy,15231,15324,93,1523.1,1532.4,9.3,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,217,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2241_idx461.npy,15324,15345,21,1532.4,1534.5,2.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,218,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0091_idx493.npy,15345,15362,17,1534.5,1536.2,1.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,219,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01659_idx293.npy,15362,15449,87,1536.2,1544.9,8.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,220,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01649_idx285.npy,15449,15514,65,1544.9,1551.4,6.5,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,221,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01649_idx287.npy,15514,15606,92,1551.4,1560.6,9.2,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,222,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1161_idx561.npy,15606,15687,81,1560.6,1568.7,8.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,223,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1863_idx408.npy,15687,15776,89,1568.7,1577.6,8.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,224,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0105_idx518.npy,15776,15801,25,1577.6,1580.1,2.5,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,225,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0444_idx357.npy,15801,15854,53,1580.1,1585.4,5.3,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,226,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01646_idx279.npy,15854,15886,32,1585.4,1588.6,3.2,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,227,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2229_idx587.npy,15886,15975,89,1588.6,1597.5,8.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,228,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0776_idx538.npy,15975,15985,10,1597.5,1598.5,1.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,229,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0088_idx486.npy,15985,16063,78,1598.5,1606.3,7.8,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,230,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0092_idx495.npy,16063,16113,50,1606.3,1611.3,5.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,231,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2980_idx474.npy,16113,16199,86,1611.3,1619.9,8.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,232,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D00573_idx258.npy,16199,16289,90,1619.9,1628.9,9.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,233,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0765_idx533.npy,16289,16357,68,1628.9,1635.7,6.8,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,234,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1161_idx559.npy,16357,16420,63,1635.7,1642.0,6.3,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,235,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2614_idx622.npy,16420,16449,29,1642.0,1644.9,2.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,236,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0441_idx348.npy,16449,16525,76,1644.9,1652.5,7.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,237,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01649_idx288.npy,16525,16623,98,1652.5,1662.3,9.8,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,238,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1506_idx400.npy,16623,16722,99,1662.3,1672.2,9.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,239,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2227_idx444.npy,16722,16780,58,1672.2,1678.0,5.8,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,240,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0441_idx347.npy,16780,16829,49,1678.0,1682.9,4.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,241,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01646_idx282.npy,16829,16903,74,1682.9,1690.3,7.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,242,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1506_idx402.npy,16903,16969,66,1690.3,1696.9,6.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,243,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0450_idx373.npy,16969,17040,71,1696.9,1704.0,7.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,244,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01643_idx277.npy,17040,17066,26,1704.0,1706.6,2.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,245,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01636_idx264.npy,17066,17093,27,1706.6,1709.3,2.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,246,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0445_idx361.npy,17093,17134,41,1709.3,1713.4,4.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,247,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0440_idx343.npy,17134,17162,28,1713.4,1716.2,2.8,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,248,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0765_idx531.npy,17162,17253,91,1716.2,1725.3,9.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,249,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D02019_idx300.npy,17253,17291,38,1725.3,1729.1,3.8,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,250,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01643_idx278.npy,17291,17319,28,1729.1,1731.9,2.8,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,251,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2979_idx660.npy,17319,17388,69,1731.9,1738.8,6.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,252,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2223_idx436.npy,17388,17422,34,1738.8,1742.2,3.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,253,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2614_idx623.npy,17422,17511,89,1742.2,1751.1,8.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,254,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0440_idx342.npy,17511,17527,16,1751.1,1752.7,1.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,255,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2978_idx657.npy,17527,17619,92,1752.7,1761.9,9.2,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,256,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1867_idx417.npy,17619,17705,86,1761.9,1770.5,8.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,257,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1878_idx433.npy,17705,17800,95,1770.5,1780.0,9.5,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,258,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1506_idx399.npy,17800,17880,80,1780.0,1788.0,8.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,259,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0776_idx536.npy,17880,17909,29,1788.0,1790.9,2.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,260,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2228_idx452.npy,17909,17931,22,1790.9,1793.1,2.2,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,261,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01646_idx281.npy,17931,18014,83,1793.1,1801.4,8.3,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,262,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2974_idx643.npy,18014,18114,100,1801.4,1811.4,10.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,263,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0446_idx366.npy,18114,18194,80,1811.4,1819.4,8.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,264,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1525_idx566.npy,18194,18230,36,1819.4,1823.0,3.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,265,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0450_idx372.npy,18230,18267,37,1823.0,1826.7,3.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,266,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0454_idx378.npy,18267,18342,75,1826.7,1834.2,7.5,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,267,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0768_idx393.npy,18342,18411,69,1834.2,1841.1,6.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,268,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0777_idx539.npy,18411,18453,42,1841.1,1845.3,4.2,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,269,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0265_idx325.npy,18453,18476,23,1845.3,1847.6,2.3,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,270,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0096_idx499.npy,18476,18517,41,1847.6,1851.7,4.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,271,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1537_idx576.npy,18517,18547,30,1851.7,1854.7,3.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,272,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D02019_idx302.npy,18547,18627,80,1854.7,1862.7,8.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,273,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0091_idx490.npy,18627,18695,68,1862.7,1869.5,6.8,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,274,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2981_idx479.npy,18695,18738,43,1869.5,1873.8,4.3,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,275,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0265_idx327.npy,18738,18817,79,1873.8,1881.7,7.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,276,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1863_idx404.npy,18817,18866,49,1881.7,1886.6,4.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,277,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2230_idx454.npy,18866,18953,87,1886.6,1895.3,8.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,278,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2241_idx460.npy,18953,18978,25,1895.3,1897.8,2.5,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,279,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0104_idx510.npy,18978,19068,90,1897.8,1906.8,9.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,280,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0777_idx542.npy,19068,19084,16,1906.8,1908.4,1.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,281,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D02000_idx294.npy,19084,19131,47,1908.4,1913.1,4.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,282,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2971_idx634.npy,19131,19194,63,1913.1,1919.4,6.3,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,283,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0444_idx356.npy,19194,19237,43,1919.4,1923.7,4.3,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,284,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0765_idx529.npy,19237,19284,47,1923.7,1928.4,4.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,285,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0091_idx489.npy,19284,19359,75,1928.4,1935.9,7.5,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,286,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1526_idx570.npy,19359,19420,61,1935.9,1942.0,6.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,287,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2967_idx625.npy,19420,19441,21,1942.0,1944.1,2.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,288,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0454_idx377.npy,19441,19497,56,1944.1,1949.7,5.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,289,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2981_idx481.npy,19497,19521,24,1949.7,1952.1,2.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,290,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1871_idx425.npy,19521,19585,64,1952.1,1958.5,6.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,291,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0104_idx513.npy,19585,19619,34,1958.5,1961.9,3.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,292,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2978_idx473.npy,19619,19659,40,1961.9,1965.9,4.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,293,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0091_idx492.npy,19659,19736,77,1965.9,1973.6,7.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,294,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0441_idx344.npy,19736,19824,88,1973.6,1982.4,8.8,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,295,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2228_idx581.npy,19824,19879,55,1982.4,1987.9,5.5,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,296,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D00033_idx251.npy,19879,19977,98,1987.9,1997.7,9.8,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,297,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0760_idx388.npy,19977,20032,55,1997.7,2003.2,5.5,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,298,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0443_idx351.npy,20032,20067,35,2003.2,2006.7,3.5,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,299,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1506_idx403.npy,20067,20128,61,2006.7,2012.8,6.1,False
