index,snippet_path,label,source_filepath,onset_s,offset_s,duration_s,n_frames,_manifest_dir,split
136,data\results\fragments_combined\fragments_32khz\G01\279C2978_idx136.npy,G01,G:\F1\F1_20240818\279C2978.WAV,1124.61,1126.562,1.9519999999999984,20,data\results\fragments_combined\fragments_32khz,test
137,data\results\fragments_combined\fragments_32khz\G01\279C2978_idx137.npy,G01,G:\F1\F1_20240818\279C2978.WAV,1253.241,1255.0,1.7590000000000146,18,data\results\fragments_combined\fragments_32khz,val
138,data\results\fragments_combined\fragments_32khz\G01\279C2978_idx138.npy,G01,G:\F1\F1_20240818\279C2978.WAV,1325.612,1326.837,1.224999999999909,13,data\results\fragments_combined\fragments_32khz,train
139,data\results\fragments_combined\fragments_32khz\G01\279C2978_idx139.npy,G01,G:\F1\F1_20240818\279C2978.WAV,1362.335,1363.464,1.1289999999999054,12,data\results\fragments_combined\fragments_32khz,test
140,data\results\fragments_combined\fragments_32khz\G01\279C2978_idx140.npy,G01,G:\F1\F1_20240818\279C2978.WAV,1387.462,1388.792,1.3299999999999272,14,data\results\fragments_combined\fragments_32khz,test
141,data\results\fragments_combined\fragments_32khz\G01\279C2980_idx141.npy,G01,G:\F1\F1_20240818\279C2980.WAV,406.458,407.56,1.1019999999999754,12,data\results\fragments_combined\fragments_32khz,test
142,data\results\fragments_combined\fragments_32khz\G01\279C2980_idx142.npy,G01,G:\F1\F1_20240818\279C2980.WAV,534.64,536.154,1.51400000000001,16,data\results\fragments_combined\fragments_32khz,val
143,data\results\fragments_combined\fragments_32khz\G01\279C2981_idx143.npy,G01,G:\F1\F1_20240818\279C2981.WAV,1224.3,1227.149,2.8489999999999327,29,data\results\fragments_combined\fragments_32khz,train
144,data\results\fragments_combined\fragments_32khz\G01\B92C0088_idx144.npy,G01,G:\F2\F2_20240420\B92C0088.WAV,750.988,752.028,1.0399999999999636,11,data\results\fragments_combined\fragments_32khz,train
145,data\results\fragments_combined\fragments_32khz\G01\B92C0091_idx145.npy,G01,G:\F2\F2_20240420\B92C0091.WAV,1190.162,1190.821,0.6589999999998781,7,data\results\fragments_combined\fragments_32khz,train
146,data\results\fragments_combined\fragments_32khz\G01\B92C0091_idx146.npy,G01,G:\F2\F2_20240420\B92C0091.WAV,1559.016,1572.195,13.17899999999986,132,data\results\fragments_combined\fragments_32khz,train
147,data\results\fragments_combined\fragments_32khz\G01\B92C0091_idx147.npy,G01,G:\F2\F2_20240420\B92C0091.WAV,1696.338,1697.49,1.1520000000000437,12,data\results\fragments_combined\fragments_32khz,train
148,data\results\fragments_combined\fragments_32khz\G01\B92C0091_idx148.npy,G01,G:\F2\F2_20240420\B92C0091.WAV,1704.472,1705.725,1.252999999999929,13,data\results\fragments_combined\fragments_32khz,train
149,data\results\fragments_combined\fragments_32khz\G01\B92C0091_idx149.npy,G01,G:\F2\F2_20240420\B92C0091.WAV,1725.912,1726.578,0.66599999999994,7,data\results\fragments_combined\fragments_32khz,train
150,data\results\fragments_combined\fragments_32khz\G01\B92C0091_idx150.npy,G01,G:\F2\F2_20240420\B92C0091.WAV,1758.046,1758.63,0.58400000000006,6,data\results\fragments_combined\fragments_32khz,train
151,data\results\fragments_combined\fragments_32khz\G01\B92C0091_idx151.npy,G01,G:\F2\F2_20240420\B92C0091.WAV,1768.835,1780.545,11.710000000000036,118,data\results\fragments_combined\fragments_32khz,train
152,data\results\fragments_combined\fragments_32khz\G01\B92C0092_idx152.npy,G01,G:\F2\F2_20240420\B92C0092.WAV,407.512,410.285,2.773000000000025,28,data\results\fragments_combined\fragments_32khz,train
153,data\results\fragments_combined\fragments_32khz\G01\B92C0092_idx153.npy,G01,G:\F2\F2_20240420\B92C0092.WAV,615.144,636.107,20.962999999999965,210,data\results\fragments_combined\fragments_32khz,train
154,data\results\fragments_combined\fragments_32khz\G01\B92C0092_idx154.npy,G01,G:\F2\F2_20240420\B92C0092.WAV,652.024,662.13,10.105999999999996,102,data\results\fragments_combined\fragments_32khz,train
155,data\results\fragments_combined\fragments_32khz\G01\B92C0092_idx155.npy,G01,G:\F2\F2_20240420\B92C0092.WAV,708.172,709.078,0.9059999999999492,10,data\results\fragments_combined\fragments_32khz,train
156,data\results\fragments_combined\fragments_32khz\G01\B92C0092_idx156.npy,G01,G:\F2\F2_20240420\B92C0092.WAV,802.415,807.543,5.128000000000043,52,data\results\fragments_combined\fragments_32khz,train
157,data\results\fragments_combined\fragments_32khz\G01\B92C0092_idx157.npy,G01,G:\F2\F2_20240420\B92C0092.WAV,1690.926,1691.694,0.7680000000000291,8,data\results\fragments_combined\fragments_32khz,val
158,data\results\fragments_combined\fragments_32khz\G01\B92C0096_idx158.npy,G01,G:\F2\F2_20240420\B92C0096.WAV,910.512,911.597,1.0850000000000364,11,data\results\fragments_combined\fragments_32khz,train
159,data\results\fragments_combined\fragments_32khz\G01\B92C0096_idx159.npy,G01,G:\F2\F2_20240420\B92C0096.WAV,1313.44,1314.175,0.7349999999999,8,data\results\fragments_combined\fragments_32khz,train
160,data\results\fragments_combined\fragments_32khz\G01\B92C0096_idx160.npy,G01,G:\F2\F2_20240420\B92C0096.WAV,1325.14,1325.758,0.6179999999999382,7,data\results\fragments_combined\fragments_32khz,val
161,data\results\fragments_combined\fragments_32khz\G01\B92C0096_idx161.npy,G01,G:\F2\F2_20240420\B92C0096.WAV,1334.611,1334.928,0.3170000000000073,4,data\results\fragments_combined\fragments_32khz,train
162,data\results\fragments_combined\fragments_32khz\G01\B92C0096_idx162.npy,G01,G:\F2\F2_20240420\B92C0096.WAV,1465.802,1467.122,1.3200000000001637,14,data\results\fragments_combined\fragments_32khz,train
163,data\results\fragments_combined\fragments_32khz\G01\B92C0100_idx163.npy,G01,G:\F2\F2_20240420\B92C0100.WAV,384.009,387.469,3.4599999999999795,35,data\results\fragments_combined\fragments_32khz,test
164,data\results\fragments_combined\fragments_32khz\G01\B92C0100_idx164.npy,G01,G:\F2\F2_20240420\B92C0100.WAV,604.127,612.345,8.218000000000075,83,data\results\fragments_combined\fragments_32khz,val
165,data\results\fragments_combined\fragments_32khz\G01\B92C0100_idx165.npy,G01,G:\F2\F2_20240420\B92C0100.WAV,1031.968,1035.242,3.2739999999998872,33,data\results\fragments_combined\fragments_32khz,train
166,data\results\fragments_combined\fragments_32khz\G01\B92C0104_idx166.npy,G01,G:\F2\F2_20240420\B92C0104.WAV,831.497,848.218,16.721000000000004,168,data\results\fragments_combined\fragments_32khz,train
167,data\results\fragments_combined\fragments_32khz\G01\B92C0105_idx167.npy,G01,G:\F2\F2_20240420\B92C0105.WAV,122.864,123.755,0.8909999999999911,9,data\results\fragments_combined\fragments_32khz,val
168,data\results\fragments_combined\fragments_32khz\G01\B92C0105_idx168.npy,G01,G:\F2\F2_20240420\B92C0105.WAV,273.676,286.488,12.812000000000012,129,data\results\fragments_combined\fragments_32khz,train
169,data\results\fragments_combined\fragments_32khz\G01\B92C0105_idx169.npy,G01,G:\F2\F2_20240420\B92C0105.WAV,296.651,315.559,18.908000000000012,190,data\results\fragments_combined\fragments_32khz,train
170,data\results\fragments_combined\fragments_32khz\G01\B92C0105_idx170.npy,G01,G:\F2\F2_20240420\B92C0105.WAV,358.478,359.841,1.3629999999999995,14,data\results\fragments_combined\fragments_32khz,train
171,data\results\fragments_combined\fragments_32khz\G01\B92C0105_idx171.npy,G01,G:\F2\F2_20240420\B92C0105.WAV,504.96,506.113,1.15300000000002,12,data\results\fragments_combined\fragments_32khz,train
172,data\results\fragments_combined\fragments_32khz\G01\B92C0105_idx172.npy,G01,G:\F2\F2_20240420\B92C0105.WAV,523.575,524.437,0.8619999999999663,9,data\results\fragments_combined\fragments_32khz,train
173,data\results\fragments_combined\fragments_32khz\G01\B92C0105_idx173.npy,G01,G:\F2\F2_20240420\B92C0105.WAV,529.037,533.029,3.991999999999962,40,data\results\fragments_combined\fragments_32khz,train
174,data\results\fragments_combined\fragments_32khz\G01\B92C0105_idx174.npy,G01,G:\F2\F2_20240420\B92C0105.WAV,573.249,575.504,2.2549999999999955,23,data\results\fragments_combined\fragments_32khz,train
175,data\results\fragments_combined\fragments_32khz\G01\B92C0105_idx175.npy,G01,G:\F2\F2_20240420\B92C0105.WAV,1279.976,1280.845,0.8689999999999145,9,data\results\fragments_combined\fragments_32khz,test
176,data\results\fragments_combined\fragments_32khz\G01\B92C0756_idx176.npy,G01,G:\F2\F2_20240518\B92C0756.WAV,1285.384,1286.496,1.11200000000008,12,data\results\fragments_combined\fragments_32khz,val
177,data\results\fragments_combined\fragments_32khz\G01\B92C0763_idx177.npy,G01,G:\F2\F2_20240518\B92C0763.WAV,655.867,679.278,23.411000000000055,235,data\results\fragments_combined\fragments_32khz,train
178,data\results\fragments_combined\fragments_32khz\G01\B92C0763_idx178.npy,G01,G:\F2\F2_20240518\B92C0763.WAV,1058.002,1061.498,3.4960000000000946,35,data\results\fragments_combined\fragments_32khz,train
179,data\results\fragments_combined\fragments_32khz\G01\B92C0763_idx179.npy,G01,G:\F2\F2_20240518\B92C0763.WAV,1421.365,1422.593,1.2280000000000657,13,data\results\fragments_combined\fragments_32khz,train
180,data\results\fragments_combined\fragments_32khz\G01\B92C0763_idx180.npy,G01,G:\F2\F2_20240518\B92C0763.WAV,1552.27,1553.067,0.7970000000000255,8,data\results\fragments_combined\fragments_32khz,train
181,data\results\fragments_combined\fragments_32khz\G01\B92C0765_idx181.npy,G01,G:\F2\F2_20240518\B92C0765.WAV,278.236,279.317,1.0810000000000173,11,data\results\fragments_combined\fragments_32khz,test
182,data\results\fragments_combined\fragments_32khz\G01\B92C0776_idx182.npy,G01,G:\F2\F2_20240518\B92C0776.WAV,1462.195,1463.71,1.5150000000001,16,data\results\fragments_combined\fragments_32khz,val
183,data\results\fragments_combined\fragments_32khz\G01\B92C0777_idx183.npy,G01,G:\F2\F2_20240518\B92C0777.WAV,685.795,687.151,1.3559999999999943,14,data\results\fragments_combined\fragments_32khz,train
184,data\results\fragments_combined\fragments_32khz\G01\B92C1148_idx184.npy,G01,G:\F2\F2_20240603\B92C1148.WAV,365.781,366.507,0.7259999999999991,8,data\results\fragments_combined\fragments_32khz,train
185,data\results\fragments_combined\fragments_32khz\G01\B92C1149_idx185.npy,G01,G:\F2\F2_20240603\B92C1149.WAV,194.936,195.973,1.037000000000006,11,data\results\fragments_combined\fragments_32khz,train
186,data\results\fragments_combined\fragments_32khz\G01\B92C1149_idx186.npy,G01,G:\F2\F2_20240603\B92C1149.WAV,268.827,269.735,0.9080000000000156,10,data\results\fragments_combined\fragments_32khz,train
187,data\results\fragments_combined\fragments_32khz\G01\B92C1149_idx187.npy,G01,G:\F2\F2_20240603\B92C1149.WAV,271.005,272.185,1.1800000000000068,12,data\results\fragments_combined\fragments_32khz,train
188,data\results\fragments_combined\fragments_32khz\G01\B92C1149_idx188.npy,G01,G:\F2\F2_20240603\B92C1149.WAV,287.651,287.973,0.3220000000000027,4,data\results\fragments_combined\fragments_32khz,train
189,data\results\fragments_combined\fragments_32khz\G01\B92C1149_idx189.npy,G01,G:\F2\F2_20240603\B92C1149.WAV,288.277,288.742,0.4650000000000318,5,data\results\fragments_combined\fragments_32khz,train
190,data\results\fragments_combined\fragments_32khz\G01\B92C1149_idx190.npy,G01,G:\F2\F2_20240603\B92C1149.WAV,289.989,290.62,0.6310000000000286,7,data\results\fragments_combined\fragments_32khz,val
191,data\results\fragments_combined\fragments_32khz\G01\B92C1149_idx191.npy,G01,G:\F2\F2_20240603\B92C1149.WAV,996.028,998.603,2.574999999999932,26,data\results\fragments_combined\fragments_32khz,val
192,data\results\fragments_combined\fragments_32khz\G01\B92C1149_idx192.npy,G01,G:\F2\F2_20240603\B92C1149.WAV,1321.876,1322.86,0.9839999999999236,10,data\results\fragments_combined\fragments_32khz,train
193,data\results\fragments_combined\fragments_32khz\G01\B92C1160_idx193.npy,G01,G:\F2\F2_20240603\B92C1160.WAV,831.992,833.581,1.5890000000000557,16,data\results\fragments_combined\fragments_32khz,test
194,data\results\fragments_combined\fragments_32khz\G01\B92C1160_idx194.npy,G01,G:\F2\F2_20240603\B92C1160.WAV,1209.443,1211.35,1.9069999999999252,20,data\results\fragments_combined\fragments_32khz,test
195,data\results\fragments_combined\fragments_32khz\G01\B92C1161_idx195.npy,G01,G:\F2\F2_20240603\B92C1161.WAV,3.788,20.332,16.544,166,data\results\fragments_combined\fragments_32khz,val
196,data\results\fragments_combined\fragments_32khz\G01\B92C1161_idx196.npy,G01,G:\F2\F2_20240603\B92C1161.WAV,479.758,480.885,1.1270000000000095,12,data\results\fragments_combined\fragments_32khz,train
197,data\results\fragments_combined\fragments_32khz\G01\B92C1525_idx197.npy,G01,G:\F2\F2_20240619\B92C1525.WAV,1513.1,1515.663,2.563000000000102,26,data\results\fragments_combined\fragments_32khz,train
198,data\results\fragments_combined\fragments_32khz\G01\B92C1525_idx198.npy,G01,G:\F2\F2_20240619\B92C1525.WAV,1525.021,1527.904,2.883000000000038,29,data\results\fragments_combined\fragments_32khz,val
199,data\results\fragments_combined\fragments_32khz\G01\B92C1525_idx199.npy,G01,G:\F2\F2_20240619\B92C1525.WAV,1550.419,1564.364,13.944999999999936,140,data\results\fragments_combined\fragments_32khz,train
200,data\results\fragments_combined\fragments_32khz\G01\B92C1525_idx200.npy,G01,G:\F2\F2_20240619\B92C1525.WAV,1566.17,1568.525,2.355000000000018,24,data\results\fragments_combined\fragments_32khz,val
201,data\results\fragments_combined\fragments_32khz\G01\B92C1526_idx201.npy,G01,G:\F2\F2_20240619\B92C1526.WAV,4.294,41.677,37.383,374,data\results\fragments_combined\fragments_32khz,train
202,data\results\fragments_combined\fragments_32khz\G01\B92C1537_idx202.npy,G01,G:\F2\F2_20240619\B92C1537.WAV,413.586,415.47,1.8840000000000143,19,data\results\fragments_combined\fragments_32khz,val
203,data\results\fragments_combined\fragments_32khz\G01\B92C2228_idx203.npy,G01,G:\F2\F2_20240718\B92C2228.WAV,1037.039,1038.297,1.2580000000000382,13,data\results\fragments_combined\fragments_32khz,train
204,data\results\fragments_combined\fragments_32khz\G01\B92C2229_idx204.npy,G01,G:\F2\F2_20240718\B92C2229.WAV,29.198,29.911,0.713000000000001,8,data\results\fragments_combined\fragments_32khz,train
205,data\results\fragments_combined\fragments_32khz\G01\B92C2231_idx205.npy,G01,G:\F2\F2_20240718\B92C2231.WAV,1033.692,1040.647,6.954999999999927,70,data\results\fragments_combined\fragments_32khz,test
206,data\results\fragments_combined\fragments_32khz\G01\B92C2231_idx206.npy,G01,G:\F2\F2_20240718\B92C2231.WAV,1131.044,1140.081,9.036999999999807,91,data\results\fragments_combined\fragments_32khz,train
207,data\results\fragments_combined\fragments_32khz\G01\B92C2231_idx207.npy,G01,G:\F2\F2_20240718\B92C2231.WAV,1154.62,1166.722,12.10200000000009,122,data\results\fragments_combined\fragments_32khz,train
208,data\results\fragments_combined\fragments_32khz\G01\B92C2231_idx208.npy,G01,G:\F2\F2_20240718\B92C2231.WAV,1173.571,1217.657,44.08600000000001,441,data\results\fragments_combined\fragments_32khz,train
209,data\results\fragments_combined\fragments_32khz\G01\B92C2231_idx209.npy,G01,G:\F2\F2_20240718\B92C2231.WAV,1222.227,1262.659,40.432000000000016,405,data\results\fragments_combined\fragments_32khz,val
210,data\results\fragments_combined\fragments_32khz\G01\B92C2231_idx210.npy,G01,G:\F2\F2_20240718\B92C2231.WAV,1290.333,1293.083,2.75,28,data\results\fragments_combined\fragments_32khz,val
211,data\results\fragments_combined\fragments_32khz\G01\B92C2231_idx211.npy,G01,G:\F2\F2_20240718\B92C2231.WAV,1315.127,1330.765,15.638000000000147,157,data\results\fragments_combined\fragments_32khz,val
212,data\results\fragments_combined\fragments_32khz\G01\B92C2231_idx212.npy,G01,G:\F2\F2_20240718\B92C2231.WAV,1340.404,1342.604,2.200000000000045,23,data\results\fragments_combined\fragments_32khz,train
213,data\results\fragments_combined\fragments_32khz\G01\B92C2231_idx213.npy,G01,G:\F2\F2_20240718\B92C2231.WAV,1386.545,1432.832,46.28700000000004,463,data\results\fragments_combined\fragments_32khz,train
214,data\results\fragments_combined\fragments_32khz\G01\B92C2231_idx214.npy,G01,G:\F2\F2_20240718\B92C2231.WAV,1523.74,1537.413,13.673000000000002,137,data\results\fragments_combined\fragments_32khz,train
215,data\results\fragments_combined\fragments_32khz\G01\B92C2231_idx215.npy,G01,G:\F2\F2_20240718\B92C2231.WAV,1554.125,1556.089,1.9639999999999416,20,data\results\fragments_combined\fragments_32khz,val
216,data\results\fragments_combined\fragments_32khz\G01\B92C2231_idx216.npy,G01,G:\F2\F2_20240718\B92C2231.WAV,1638.966,1639.622,0.6560000000001764,7,data\results\fragments_combined\fragments_32khz,val
217,data\results\fragments_combined\fragments_32khz\G01\B92C2231_idx217.npy,G01,G:\F2\F2_20240718\B92C2231.WAV,1644.264,1644.919,0.6550000000002001,7,data\results\fragments_combined\fragments_32khz,train
218,data\results\fragments_combined\fragments_32khz\G01\B92C2231_idx218.npy,G01,G:\F2\F2_20240718\B92C2231.WAV,1728.463,1730.427,1.9639999999999416,20,data\results\fragments_combined\fragments_32khz,train
219,data\results\fragments_combined\fragments_32khz\G01\B92C2232_idx219.npy,G01,G:\F2\F2_20240718\B92C2232.WAV,114.18,115.869,1.688999999999993,17,data\results\fragments_combined\fragments_32khz,train
220,data\results\fragments_combined\fragments_32khz\G01\B92C2232_idx220.npy,G01,G:\F2\F2_20240718\B92C2232.WAV,376.074,377.37,1.2959999999999925,13,data\results\fragments_combined\fragments_32khz,train
221,data\results\fragments_combined\fragments_32khz\G01\B92C2232_idx221.npy,G01,G:\F2\F2_20240718\B92C2232.WAV,1276.588,1306.805,30.2170000000001,303,data\results\fragments_combined\fragments_32khz,train
222,data\results\fragments_combined\fragments_32khz\G01\B92C2233_idx222.npy,G01,G:\F2\F2_20240718\B92C2233.WAV,76.192,77.646,1.4540000000000075,15,data\results\fragments_combined\fragments_32khz,train
223,data\results\fragments_combined\fragments_32khz\G01\B92C2233_idx223.npy,G01,G:\F2\F2_20240718\B92C2233.WAV,185.724,219.606,33.882000000000005,339,data\results\fragments_combined\fragments_32khz,train
224,data\results\fragments_combined\fragments_32khz\G01\B92C2233_idx224.npy,G01,G:\F2\F2_20240718\B92C2233.WAV,251.725,257.127,5.402000000000015,55,data\results\fragments_combined\fragments_32khz,train
225,data\results\fragments_combined\fragments_32khz\G01\B92C2606_idx225.npy,G01,G:\F2\F2_20240803\B92C2606.WAV,661.623,662.661,1.0379999999998972,11,data\results\fragments_combined\fragments_32khz,train
226,data\results\fragments_combined\fragments_32khz\G01\B92C2611_idx226.npy,G01,G:\F2\F2_20240803\B92C2611.WAV,711.201,714.612,3.4109999999999445,35,data\results\fragments_combined\fragments_32khz,val
227,data\results\fragments_combined\fragments_32khz\G01\B92C2611_idx227.npy,G01,G:\F2\F2_20240803\B92C2611.WAV,717.663,718.341,0.6779999999999973,7,data\results\fragments_combined\fragments_32khz,train
228,data\results\fragments_combined\fragments_32khz\G01\B92C2611_idx228.npy,G01,G:\F2\F2_20240803\B92C2611.WAV,809.074,816.595,7.521000000000072,76,data\results\fragments_combined\fragments_32khz,val
229,data\results\fragments_combined\fragments_32khz\G01\B92C2613_idx229.npy,G01,G:\F2\F2_20240803\B92C2613.WAV,1067.104,1068.799,1.6949999999999363,17,data\results\fragments_combined\fragments_32khz,test
230,data\results\fragments_combined\fragments_32khz\G01\B92C2614_idx230.npy,G01,G:\F2\F2_20240803\B92C2614.WAV,1695.397,1701.901,6.504000000000133,66,data\results\fragments_combined\fragments_32khz,val
231,data\results\fragments_combined\fragments_32khz\G01\B92C2967_idx231.npy,G01,G:\F2\F2_20240818\B92C2967.WAV,812.522,814.259,1.7369999999999663,18,data\results\fragments_combined\fragments_32khz,train
232,data\results\fragments_combined\fragments_32khz\G01\B92C2968_idx232.npy,G01,G:\F2\F2_20240818\B92C2968.WAV,363.731,365.108,1.3770000000000095,14,data\results\fragments_combined\fragments_32khz,train
233,data\results\fragments_combined\fragments_32khz\G01\B92C2971_idx233.npy,G01,G:\F2\F2_20240818\B92C2971.WAV,680.49,682.948,2.45799999999997,25,data\results\fragments_combined\fragments_32khz,train
234,data\results\fragments_combined\fragments_32khz\G01\B92C2971_idx234.npy,G01,G:\F2\F2_20240818\B92C2971.WAV,920.998,960.357,39.35899999999992,394,data\results\fragments_combined\fragments_32khz,train
235,data\results\fragments_combined\fragments_32khz\G01\B92C2971_idx235.npy,G01,G:\F2\F2_20240818\B92C2971.WAV,980.761,982.965,2.204000000000065,23,data\results\fragments_combined\fragments_32khz,test
236,data\results\fragments_combined\fragments_32khz\G01\B92C2971_idx236.npy,G01,G:\F2\F2_20240818\B92C2971.WAV,1208.626,1211.168,2.5419999999999163,26,data\results\fragments_combined\fragments_32khz,train
237,data\results\fragments_combined\fragments_32khz\G01\B92C2974_idx237.npy,G01,G:\F2\F2_20240818\B92C2974.WAV,1085.636,1117.543,31.906999999999925,320,data\results\fragments_combined\fragments_32khz,test
238,data\results\fragments_combined\fragments_32khz\G01\B92C2975_idx238.npy,G01,G:\F2\F2_20240818\B92C2975.WAV,1600.959,1645.662,44.702999999999975,448,data\results\fragments_combined\fragments_32khz,train
239,data\results\fragments_combined\fragments_32khz\G01\B92C2975_idx239.npy,G01,G:\F2\F2_20240818\B92C2975.WAV,1741.247,1761.476,20.22900000000004,203,data\results\fragments_combined\fragments_32khz,train
240,data\results\fragments_combined\fragments_32khz\G01\B92C2977_idx240.npy,G01,G:\F2\F2_20240818\B92C2977.WAV,250.291,252.384,2.0929999999999893,21,data\results\fragments_combined\fragments_32khz,train
241,data\results\fragments_combined\fragments_32khz\G01\B92C2978_idx241.npy,G01,G:\F2\F2_20240818\B92C2978.WAV,523.088,525.378,2.2900000000000773,23,data\results\fragments_combined\fragments_32khz,train
242,data\results\fragments_combined\fragments_32khz\G01\B92C2978_idx242.npy,G01,G:\F2\F2_20240818\B92C2978.WAV,1756.889,1794.44,37.55100000000016,376,data\results\fragments_combined\fragments_32khz,train
243,data\results\fragments_combined\fragments_32khz\G01\B92C2979_idx243.npy,G01,G:\F2\F2_20240818\B92C2979.WAV,155.411,159.908,4.496999999999986,45,data\results\fragments_combined\fragments_32khz,train
244,data\results\fragments_combined\fragments_32khz\G01\B92C2979_idx244.npy,G01,G:\F2\F2_20240818\B92C2979.WAV,187.843,195.248,7.405000000000001,75,data\results\fragments_combined\fragments_32khz,train
245,data\results\fragments_combined\fragments_32khz\G01\B92C2979_idx245.npy,G01,G:\F2\F2_20240818\B92C2979.WAV,295.063,302.37,7.307000000000016,74,data\results\fragments_combined\fragments_32khz,train
246,data\results\fragments_combined\fragments_32khz\G01\B92C2979_idx246.npy,G01,G:\F2\F2_20240818\B92C2979.WAV,799.469,802.956,3.4869999999999663,35,data\results\fragments_combined\fragments_32khz,train
247,data\results\fragments_combined\fragments_32khz\G01\B92C2979_idx247.npy,G01,G:\F2\F2_20240818\B92C2979.WAV,1042.322,1044.609,2.2870000000000346,23,data\results\fragments_combined\fragments_32khz,train
248,data\results\fragments_combined\fragments_32khz\G01\B92C2979_idx248.npy,G01,G:\F2\F2_20240818\B92C2979.WAV,1137.589,1141.81,4.221000000000004,43,data\results\fragments_combined\fragments_32khz,train
249,data\results\fragments_combined\fragments_32khz\Nothing\26D00033_idx249.npy,Nothing,G:\F3\AuralF3_20240419\26D00033.WAV,2044.234901048361,2052.087483509643,7.852582461281827,79,data\results\fragments_combined\fragments_32khz,train
250,data\results\fragments_combined\fragments_32khz\Nothing\26D00033_idx250.npy,Nothing,G:\F3\AuralF3_20240419\26D00033.WAV,2011.5578560471367,2018.682852323201,7.124996276064167,72,data\results\fragments_combined\fragments_32khz,train
251,data\results\fragments_combined\fragments_32khz\Nothing\26D00033_idx251.npy,Nothing,G:\F3\AuralF3_20240419\26D00033.WAV,2303.502183970505,2313.2705963110548,9.76841234054973,98,data\results\fragments_combined\fragments_32khz,train
252,data\results\fragments_combined\fragments_32khz\Nothing\26D00033_idx252.npy,Nothing,G:\F3\AuralF3_20240419\26D00033.WAV,2201.901753257436,2203.6188327678533,1.7170795104170793,18,data\results\fragments_combined\fragments_32khz,val
253,data\results\fragments_combined\fragments_32khz\Nothing\26D00033_idx253.npy,Nothing,G:\F3\AuralF3_20240419\26D00033.WAV,1829.31451484002,1833.337096070229,4.022581230209198,41,data\results\fragments_combined\fragments_32khz,train
254,data\results\fragments_combined\fragments_32khz\Nothing\26D00573_idx254.npy,Nothing,G:\F3\AuralF3_20240603\26D00573.WAV,1074.8634576050752,1083.179692931148,8.316235326072956,84,data\results\fragments_combined\fragments_32khz,train
255,data\results\fragments_combined\fragments_32khz\Nothing\26D00573_idx255.npy,Nothing,G:\F3\AuralF3_20240603\26D00573.WAV,1.2745092363886166,3.933277093343997,2.6587678569553805,27,data\results\fragments_combined\fragments_32khz,train
256,data\results\fragments_combined\fragments_32khz\Nothing\26D00573_idx256.npy,Nothing,G:\F3\AuralF3_20240603\26D00573.WAV,1520.2318595561262,1528.5943556900556,8.362496133929426,84,data\results\fragments_combined\fragments_32khz,test
257,data\results\fragments_combined\fragments_32khz\Nothing\26D00573_idx257.npy,Nothing,G:\F3\AuralF3_20240603\26D00573.WAV,2323.0068034239125,2330.708636954724,7.701833530811655,78,data\results\fragments_combined\fragments_32khz,val
258,data\results\fragments_combined\fragments_32khz\Nothing\26D00573_idx258.npy,Nothing,G:\F3\AuralF3_20240603\26D00573.WAV,10.621314743852835,19.605965396413715,8.98465065256088,90,data\results\fragments_combined\fragments_32khz,train
259,data\results\fragments_combined\fragments_32khz\Nothing\26D01286_idx259.npy,Nothing,G:\F3\F3a_20250103\26D01286.WAV,384.0503103664494,386.3993780910431,2.349067724593681,24,data\results\fragments_combined\fragments_32khz,train
260,data\results\fragments_combined\fragments_32khz\Nothing\26D01286_idx260.npy,Nothing,G:\F3\F3a_20250103\26D01286.WAV,1215.4682731321795,1217.4340233068212,1.9657501746416983,20,data\results\fragments_combined\fragments_32khz,val
261,data\results\fragments_combined\fragments_32khz\Nothing\26D01286_idx261.npy,Nothing,G:\F3\F3a_20250103\26D01286.WAV,749.0361763551189,756.6114168362432,7.575240481124297,76,data\results\fragments_combined\fragments_32khz,test
262,data\results\fragments_combined\fragments_32khz\Nothing\26D01286_idx262.npy,Nothing,G:\F3\F3a_20250103\26D01286.WAV,1708.4461128358028,1712.465480043134,4.019367207331243,41,data\results\fragments_combined\fragments_32khz,train
263,data\results\fragments_combined\fragments_32khz\Nothing\26D01286_idx263.npy,Nothing,G:\F3\F3a_20250103\26D01286.WAV,945.6380007019408,947.9379786132414,2.29997791130063,23,data\results\fragments_combined\fragments_32khz,train
264,data\results\fragments_combined\fragments_32khz\Nothing\26D01636_idx264.npy,Nothing,G:\F3\F3a_20250403\26D01636.WAV,320.2463505517533,322.90198936773675,2.6556388159834228,27,data\results\fragments_combined\fragments_32khz,train
265,data\results\fragments_combined\fragments_32khz\Nothing\26D01636_idx265.npy,Nothing,G:\F3\F3a_20250403\26D01636.WAV,333.40675879434986,338.059702023637,4.652943229287132,47,data\results\fragments_combined\fragments_32khz,val
266,data\results\fragments_combined\fragments_32khz\Nothing\26D01636_idx266.npy,Nothing,G:\F3\F3a_20250403\26D01636.WAV,1768.8446694694808,1772.3121525626102,3.467483093129431,35,data\results\fragments_combined\fragments_32khz,val
267,data\results\fragments_combined\fragments_32khz\Nothing\26D01636_idx267.npy,Nothing,G:\F3\F3a_20250403\26D01636.WAV,1677.5349266946832,1685.680188090903,8.145261396219666,82,data\results\fragments_combined\fragments_32khz,train
