file,onset_s,offset_s,label,freq_min,freq_max,filepath
AMAR1271.20250318T001003Z.wav,470.686,471.454,G01,8180.7,14794.8,E:\F6\F6a_20250318\AMAR1271.20250318T001003Z.wav
AMAR1271.20250318T001003Z.wav,504.458,505.543,G01,4438.5,14707.8,E:\F6\F6a_20250318\AMAR1271.20250318T001003Z.wav
AMAR1271.20250318T002003Z.wav,342.798,344.384,G01,7745.5,17318.7,E:\F6\F6a_20250318\AMAR1271.20250318T002003Z.wav
AMAR1271.20250318T002003Z.wav,347.759,348.51,G01,8093.7,13315.4,E:\F6\F6a_20250318\AMAR1271.20250318T002003Z.wav
AMAR1271.20250318T002003Z.wav,415.361,428.39,G01,4438.5,17318.7,E:\F6\F6a_20250318\AMAR1271.20250318T002003Z.wav
AMAR1271.20250318T002003Z.wav,433.685,436.158,G01,5569.8,16448.4,E:\F6\F6a_20250318\AMAR1271.20250318T002003Z.wav
AMAR1271.20250318T010003Z.wav,7.926,11.968,G01,7571.5,17405.7,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T010003Z.wav,61.884,78.978,G01,6962.3,16013.2,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T010003Z.wav,85.748,86.383,G01,7876.9,14892.3,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T010003Z.wav,126.369,127.404,G01,11446.2,18584.6,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T010003Z.wav,134.988,135.974,G01,8615.4,17846.2,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T010003Z.wav,138.362,139.164,G01,7384.6,13292.3,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T010003Z.wav,149.103,159.446,G01,6646.2,17723.1,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T010003Z.wav,163.396,164.332,G01,9846.2,16000.0,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T010003Z.wav,168.731,169.917,G01,7753.8,18830.8,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T010003Z.wav,180.858,189.344,G01,6153.8,17969.2,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T010003Z.wav,192.324,201.21,G01,6400.0,19323.1,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T010003Z.wav,205.937,206.789,G01,11076.9,18092.3,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T010003Z.wav,223.45,236.729,G01,9107.7,16861.5,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T010003Z.wav,240.454,244.78,G01,6892.3,17107.7,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T010003Z.wav,249.731,250.433,G01,8246.2,14276.9,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T010003Z.wav,258.968,296.291,G01,6153.8,17723.1,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T010003Z.wav,328.752,329.971,G01,8738.5,14523.1,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T010003Z.wav,336.486,338.006,G01,7507.7,16738.5,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T010003Z.wav,349.765,351.402,G01,9600.0,17476.9,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T010003Z.wav,371.971,372.389,G01,6769.2,12676.9,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T010003Z.wav,382.418,382.852,G01,5415.4,13169.2,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T010003Z.wav,397.568,399.038,G01,4676.9,16861.5,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T010003Z.wav,407.981,408.683,G01,4923.1,13415.4,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav
AMAR1271.20250318T011003Z.wav,44.355,58.727,G01,3076.9,19323.1,E:\F6\F6a_20250318\AMAR1271.20250318T011003Z.wav
AMAR1271.20250318T011003Z.wav,118.64,153.541,G01,2584.6,23261.5,E:\F6\F6a_20250318\AMAR1271.20250318T011003Z.wav
AMAR1271.20250318T011003Z.wav,184.005,268.159,G01,2584.6,17846.2,E:\F6\F6a_20250318\AMAR1271.20250318T011003Z.wav
AMAR1271.20250318T012003Z.wav,172.272,212.719,G01,5784.6,14153.8,E:\F6\F6a_20250318\AMAR1271.20250318T012003Z.wav
AMAR1271.20250318T012003Z.wav,259.035,259.52,G01,5538.5,11323.1,E:\F6\F6a_20250318\AMAR1271.20250318T012003Z.wav
AMAR1271.20250318T020003Z.wav,0.359,55.345,G01,738.5,25846.2,E:\F6\F6a_20250318\AMAR1271.20250318T020003Z.wav
AMAR1271.20250318T020003Z.wav,223.174,224.778,G01,7753.8,20430.8,E:\F6\F6a_20250318\AMAR1271.20250318T020003Z.wav
AMAR1271.20250318T020003Z.wav,299.881,304.609,G01,8615.4,18953.8,E:\F6\F6a_20250318\AMAR1271.20250318T020003Z.wav
AMAR1271.20250318T020003Z.wav,335.784,336.62,G01,10092.3,16861.5,E:\F6\F6a_20250318\AMAR1271.20250318T020003Z.wav
AMAR1271.20250318T020003Z.wav,340.662,341.447,G01,7507.7,16492.3,E:\F6\F6a_20250318\AMAR1271.20250318T020003Z.wav
AMAR1271.20250318T022003Z.wav,495.934,496.485,G01,9353.8,16492.3,E:\F6\F6a_20250318\AMAR1271.20250318T022003Z.wav
AMAR1271.20250318T022003Z.wav,505.685,506.554,G01,7384.6,17353.8,E:\F6\F6a_20250318\AMAR1271.20250318T022003Z.wav
AMAR1271.20250318T022003Z.wav,543.209,544.462,G01,8738.5,22892.3,E:\F6\F6a_20250318\AMAR1271.20250318T022003Z.wav
AMAR1271.20250318T030003Z.wav,54.674,57.096,G01,5046.2,13169.2,E:\F6\F6a_20250318\AMAR1271.20250318T030003Z.wav
AMAR1271.20250318T030003Z.wav,85.7,86.669,G01,5784.6,16738.5,E:\F6\F6a_20250318\AMAR1271.20250318T030003Z.wav
AMAR1271.20250318T030003Z.wav,113.786,116.826,G01,6030.8,23876.9,E:\F6\F6a_20250318\AMAR1271.20250318T030003Z.wav
AMAR1271.20250318T030003Z.wav,381.013,395.395,G01,5907.7,23876.9,E:\F6\F6a_20250318\AMAR1271.20250318T030003Z.wav
AMAR1271.20250318T030003Z.wav,415.596,416.599,G01,7138.5,25723.1,E:\F6\F6a_20250318\AMAR1271.20250318T030003Z.wav
AMAR1271.20250318T030003Z.wav,438.22,439.473,G01,4061.5,19323.1,E:\F6\F6a_20250318\AMAR1271.20250318T030003Z.wav
AMAR1271.20250318T030003Z.wav,583.324,584.527,G01,6030.8,16492.3,E:\F6\F6a_20250318\AMAR1271.20250318T030003Z.wav
AMAR1271.20250318T031003Z.wav,60.801,61.47,G01,4800.0,16246.2,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav
AMAR1271.20250318T031003Z.wav,96.694,97.279,G01,6153.8,19938.5,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav
AMAR1271.20250318T031003Z.wav,108.22,110.592,G01,5169.2,23138.5,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav
AMAR1271.20250318T031003Z.wav,121.834,122.635,G01,5292.3,23753.8,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav
AMAR1271.20250318T031003Z.wav,138.41,139.446,G01,8246.2,12800.0,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav
AMAR1271.20250318T031003Z.wav,143.088,143.889,G01,6276.9,23753.8,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav
AMAR1271.20250318T031003Z.wav,239.245,239.996,G01,7384.6,17353.8,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav
AMAR1271.20250318T031003Z.wav,247.546,248.782,G01,8123.1,19446.2,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav
AMAR1271.20250318T031003Z.wav,259.964,262.386,G01,6646.2,24492.3,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav
AMAR1271.20250318T031003Z.wav,271.79,272.659,G01,6646.2,20061.5,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav
AMAR1271.20250318T031003Z.wav,292.944,294.247,G01,8369.2,20923.1,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav
AMAR1271.20250318T031003Z.wav,349.7,350.602,G01,12430.8,23753.8,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav
AMAR1271.20250318T031003Z.wav,358.67,401.258,G01,6892.3,25969.2,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav
AMAR1271.20250318T031003Z.wav,439.957,449.278,G01,8861.5,20800.0,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav
AMAR1271.20250318T031003Z.wav,532.232,533.184,G01,5661.5,20923.1,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav
AMAR1271.20250318T031003Z.wav,550.396,551.398,G01,4061.5,20553.8,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav
AMAR1271.20250318T031003Z.wav,553.887,555.14,G01,6030.8,17476.9,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav
AMAR1271.20250318T031003Z.wav,560.017,560.736,G01,7507.7,16861.5,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav
AMAR1271.20250318T031003Z.wav,574.774,575.325,G01,5907.7,9723.1,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav
AMAR1271.20250318T031003Z.wav,579.484,580.269,G01,8492.3,14892.3,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav
AMAR1271.20250318T032003Z.wav,22.501,23.57,G01,4676.9,15015.4,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T032003Z.wav,73.678,76.434,G01,5907.7,17600.0,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T032003Z.wav,128.179,129.198,G01,5292.3,18461.5,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T032003Z.wav,130.017,130.952,G01,5661.5,16738.5,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T032003Z.wav,139.221,140.106,G01,5538.5,20553.8,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T032003Z.wav,155.096,155.814,G01,10830.8,18707.7,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T032003Z.wav,178.622,180.977,G01,8861.5,19938.5,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T032003Z.wav,223.545,224.046,G01,9969.2,16246.2,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T032003Z.wav,248.473,251.079,G01,6400.0,15630.8,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T032003Z.wav,256.865,265.1,G01,6646.2,23507.7,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T032003Z.wav,274.555,275.039,G01,9600.0,16246.2,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T032003Z.wav,286.738,288.025,G01,6030.8,21538.5,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T032003Z.wav,302.841,306.399,G01,6276.9,20923.1,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T032003Z.wav,310.565,311.567,G01,8984.6,20800.0,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T032003Z.wav,346.234,347.437,G01,8123.1,24123.1,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T032003Z.wav,350.894,352.164,G01,5292.3,22769.2,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T032003Z.wav,368.19,368.641,G01,9723.1,18338.5,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T032003Z.wav,378.696,379.381,G01,9846.2,21661.5,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T032003Z.wav,401.721,402.723,G01,6153.8,17969.2,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T032003Z.wav,403.926,405.011,G01,9353.8,23630.8,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T032003Z.wav,427.718,428.804,G01,9353.8,22400.0,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T032003Z.wav,430.892,431.51,G01,9107.7,21046.2,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T032003Z.wav,489.051,490.171,G01,9107.7,23138.5,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav
AMAR1271.20250318T060003Z.wav,19.438,20.307,G01,5046.2,13169.2,E:\F6\F6a_20250318\AMAR1271.20250318T060003Z.wav
AMAR1271.20250318T060003Z.wav,93.77,94.756,G01,7261.5,17353.8,E:\F6\F6a_20250318\AMAR1271.20250318T060003Z.wav
AMAR1271.20250318T060003Z.wav,303.757,305.026,G01,9846.2,16861.5,E:\F6\F6a_20250318\AMAR1271.20250318T060003Z.wav
AMAR1271.20250318T060003Z.wav,351.961,352.646,G01,8000.0,18953.8,E:\F6\F6a_20250318\AMAR1271.20250318T060003Z.wav
AMAR1271.20250318T060003Z.wav,359.411,360.396,G01,6769.2,16000.0,E:\F6\F6a_20250318\AMAR1271.20250318T060003Z.wav
AMAR1271.20250318T061003Z.wav,79.636,80.738,G01,7015.4,16984.6,E:\F6\F6a_20250318\AMAR1271.20250318T061003Z.wav
AMAR1271.20250318T061003Z.wav,104.497,106.903,G01,3076.9,15876.9,E:\F6\F6a_20250318\AMAR1271.20250318T061003Z.wav
AMAR1271.20250318T061003Z.wav,109.108,110.862,G01,5661.5,15384.6,E:\F6\F6a_20250318\AMAR1271.20250318T061003Z.wav
AMAR1271.20250318T061003Z.wav,510.132,514.509,G01,3692.3,19692.3,E:\F6\F6a_20250318\AMAR1271.20250318T061003Z.wav
AMAR1271.20250318T062003Z.wav,2.818,3.687,G01,5415.4,17107.7,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav
AMAR1271.20250318T062003Z.wav,24.404,26.943,G01,7876.9,19692.3,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav
AMAR1271.20250318T062003Z.wav,188.427,189.246,G01,8000.0,17476.9,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav
AMAR1271.20250318T062003Z.wav,190.565,191.1,G01,6646.2,14030.8,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav
AMAR1271.20250318T062003Z.wav,207.653,208.589,G01,7876.9,14153.8,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav
AMAR1271.20250318T062003Z.wav,244.849,245.384,G01,9476.9,13046.2,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav
AMAR1271.20250318T062003Z.wav,365.778,366.379,G01,7261.5,13415.4,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav
AMAR1271.20250318T062003Z.wav,386.731,387.884,G01,7507.7,17600.0,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav
AMAR1271.20250318T062003Z.wav,394.883,396.269,G01,7876.9,16246.2,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav
AMAR1271.20250318T062003Z.wav,401.554,402.556,G01,8123.1,15384.6,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav
AMAR1271.20250318T062003Z.wav,404.494,405.279,G01,8615.4,16369.2,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav
AMAR1271.20250318T062003Z.wav,429.69,430.926,G01,9600.0,18338.5,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav
AMAR1271.20250318T062003Z.wav,441.867,442.836,G01,8861.5,28430.8,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav
AMAR1271.20250318T062003Z.wav,580.014,580.95,G01,7138.5,14892.3,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav
AMAR1271.20250318T070003Z.wav,287.003,308.517,G01,5415.4,22892.3,E:\F6\F6a_20250318\AMAR1271.20250318T070003Z.wav
AMAR1271.20250318T070003Z.wav,573.656,574.241,G01,5661.5,12800.0,E:\F6\F6a_20250318\AMAR1271.20250318T070003Z.wav
AMAR1271.20250318T071003Z.wav,453.843,455.029,G01,9353.8,18215.4,E:\F6\F6a_20250318\AMAR1271.20250318T071003Z.wav
AMAR1271.20250318T071003Z.wav,466.188,466.973,G01,10584.6,15876.9,E:\F6\F6a_20250318\AMAR1271.20250318T071003Z.wav
AMAR1271.20250318T071003Z.wav,468.583,490.866,G01,9846.2,16123.1,E:\F6\F6a_20250318\AMAR1271.20250318T071003Z.wav
AMAR1271.20250318T072003Z.wav,0.085,589.767,G01,3876.9,20061.5,E:\F6\F6a_20250318\AMAR1271.20250318T072003Z.wav
AMAR1271.20250318T080003Z.wav,35.014,37.787,G01,10461.5,19569.2,E:\F6\F6a_20250318\AMAR1271.20250318T080003Z.wav
AMAR1271.20250318T080003Z.wav,42.028,43.598,G01,6400.0,25476.9,E:\F6\F6a_20250318\AMAR1271.20250318T080003Z.wav
AMAR1271.20250318T080003Z.wav,96.786,98.29,G01,6892.3,18092.3,E:\F6\F6a_20250318\AMAR1271.20250318T080003Z.wav
AMAR1271.20250318T080003Z.wav,212.647,221.551,G01,6892.3,19815.4,E:\F6\F6a_20250318\AMAR1271.20250318T080003Z.wav
AMAR1271.20250318T081003Z.wav,105.94,107.009,G01,5292.3,15630.8,E:\F6\F6a_20250318\AMAR1271.20250318T081003Z.wav
AMAR1271.20250318T082003Z.wav,200.18,201.333,G01,6400.0,20923.1,E:\F6\F6a_20250318\AMAR1271.20250318T082003Z.wav
AMAR1271.20250318T082003Z.wav,227.342,230.115,G01,6153.8,18584.6,E:\F6\F6a_20250318\AMAR1271.20250318T082003Z.wav
AMAR1271.20250318T082003Z.wav,540.316,541.135,G01,8000.0,16123.1,E:\F6\F6a_20250318\AMAR1271.20250318T082003Z.wav
AMAR1271.20250318T091003Z.wav,155.83,156.682,G01,5538.5,8984.6,E:\F6\F6a_20250318\AMAR1271.20250318T091003Z.wav
AMAR1271.20250318T091003Z.wav,206.79,207.525,G01,8984.6,11815.4,E:\F6\F6a_20250318\AMAR1271.20250318T091003Z.wav
AMAR1271.20250318T091003Z.wav,247.587,256.699,G01,8492.3,22276.9,E:\F6\F6a_20250318\AMAR1271.20250318T091003Z.wav
AMAR1271.20250318T091003Z.wav,324.887,325.973,G01,10338.5,16738.5,E:\F6\F6a_20250318\AMAR1271.20250318T091003Z.wav
AMAR1271.20250318T091003Z.wav,495.571,496.006,G01,6276.9,9107.7,E:\F6\F6a_20250318\AMAR1271.20250318T091003Z.wav
AMAR1271.20250318T092003Z.wav,208.757,209.609,G01,3076.9,13292.3,E:\F6\F6a_20250318\AMAR1271.20250318T092003Z.wav
AMAR1271.20250318T101003Z.wav,313.654,315.174,G01,6276.9,13907.7,E:\F6\F6a_20250318\AMAR1271.20250318T101003Z.wav
AMAR1271.20250318T111003Z.wav,6.376,6.911,G01,8861.5,14153.8,E:\F6\F6a_20250318\AMAR1271.20250318T111003Z.wav
AMAR1271.20250318T111003Z.wav,147.129,147.914,G01,7876.9,12676.9,E:\F6\F6a_20250318\AMAR1271.20250318T111003Z.wav
AMAR1271.20250318T230003Z.wav,237.347,279.33,G01,1600.0,19323.1,E:\F6\F6a_20250318\AMAR1271.20250318T230003Z.wav
AMAR1271.20250318T230003Z.wav,288.127,408.346,G01,4553.8,16861.5,E:\F6\F6a_20250318\AMAR1271.20250318T230003Z.wav
AMAR1271.20250403T041003Z.wav,87.994,89.35,G01,10751.1,17876.9,E:\F6\F6a_20250403\AMAR1271.20250403T041003Z.wav
AMAR1271.20250403T042003Z.wav,290.218,308.947,G01,6000.6,21939.8,E:\F6\F6a_20250403\AMAR1271.20250403T042003Z.wav
AMAR1271.20250403T042003Z.wav,325.566,326.117,G01,9626.0,12938.9,E:\F6\F6a_20250403\AMAR1271.20250403T042003Z.wav
AMAR1271.20250403T042003Z.wav,331.095,332.133,G01,6938.2,15001.6,E:\F6\F6a_20250403\AMAR1271.20250403T042003Z.wav
AMAR1271.20250403T042003Z.wav,439.731,442.189,G01,11063.7,22377.4,E:\F6\F6a_20250403\AMAR1271.20250403T042003Z.wav
AMAR1271.20250403T072003Z.wav,572.775,584.788,G01,5941.6,26992.0,E:\F6\F6a_20250403\AMAR1271.20250403T072003Z.wav
AMAR1271.20250403T081003Z.wav,437.515,447.833,G01,8318.3,21644.6,E:\F6\F6a_20250403\AMAR1271.20250403T081003Z.wav
AMAR1271.20250403T090003Z.wav,522.979,533.996,G01,7622.5,22447.4,E:\F6\F6a_20250403\AMAR1271.20250403T090003Z.wav
AMAR1271.20250403T090003Z.wav,554.494,558.138,G01,7502.5,19566.4,E:\F6\F6a_20250403\AMAR1271.20250403T090003Z.wav
AMAR1271.20250403T092003Z.wav,363.33,367.674,G01,8148.5,24275.9,E:\F6\F6a_20250403\AMAR1271.20250403T092003Z.wav
AMAR1271.20250403T181003Z.wav,58.513,72.094,G01,10695.0,29029.2,E:\F6\F6a_20250403\AMAR1271.20250403T181003Z.wav
AMAR1271.20250403T181003Z.wav,133.943,420.282,G01,4081.3,36668.4,E:\F6\F6a_20250403\AMAR1271.20250403T181003Z.wav
AMAR1271.20250403T182003Z.wav,180.63,431.498,G01,5941.6,39554.4,E:\F6\F6a_20250403\AMAR1271.20250403T182003Z.wav
AMAR1271.20250403T201003Z.wav,517.29,618.481,G01,2580.8,26380.2,E:\F6\F6a_20250403\AMAR1271.20250403T201003Z.wav
AMAR1271.20250403T210003Z.wav,5.379,1791.734,G01,5240.2,35596.3,E:\F6\F6a_20250403\AMAR1271.20250403T210003Z.wav
AMAR1271.20250403T220003Z.wav,1.592,1707.558,G01,4284.5,28686.4,E:\F6\F6a_20250403\AMAR1271.20250403T220003Z.wav
AMAR1271.20250403T230003Z.wav,66.005,1780.31,G01,4544.4,24426.0,E:\F6\F6a_20250403\AMAR1271.20250403T230003Z.wav
AMAR1272.20241218T005450Z.wav,127.086,128.865,G01,7466.7,35674.1,E:\F6\F6a_20241218\AMAR1272.20241218T005450Z.wav
AMAR1272.20241218T005450Z.wav,295.003,302.782,G01,3911.1,32118.5,E:\F6\F6a_20241218\AMAR1272.20241218T005450Z.wav
AMAR1272.20241218T005450Z.wav,420.424,425.224,G01,5451.9,27259.3,E:\F6\F6a_20241218\AMAR1272.20241218T005450Z.wav
AMAR1272.20241218T010450Z.wav,27.982,29.927,G01,7229.6,22044.4,E:\F6\F6a_20241218\AMAR1272.20241218T010450Z.wav
AMAR1272.20241218T030450Z.wav,437.122,596.142,G01,7229.6,16711.1,E:\F6\F6a_20241218\AMAR1272.20241218T030450Z.wav
AMAR1272.20241218T031450Z.wav,1.046,19.377,G01,7348.1,16000.0,E:\F6\F6a_20241218\AMAR1272.20241218T031450Z.wav
AMAR1272.20241218T031450Z.wav,24.508,47.308,G01,6163.0,15525.9,E:\F6\F6a_20241218\AMAR1272.20241218T031450Z.wav
AMAR1272.20241218T031450Z.wav,75.47,97.294,G01,6638.8,17993.7,E:\F6\F6a_20241218\AMAR1272.20241218T031450Z.wav
AMAR1272.20241218T031450Z.wav,103.148,126.756,G01,6163.0,17540.7,E:\F6\F6a_20241218\AMAR1272.20241218T031450Z.wav
AMAR1272.20241218T031450Z.wav,128.665,158.114,G01,6518.5,16000.0,E:\F6\F6a_20241218\AMAR1272.20241218T031450Z.wav
AMAR1272.20241218T031450Z.wav,171.28,175.418,G01,6755.6,14933.3,E:\F6\F6a_20241218\AMAR1272.20241218T031450Z.wav
AMAR1272.20241218T031450Z.wav,190.522,227.846,G01,6044.4,16237.0,E:\F6\F6a_20241218\AMAR1272.20241218T031450Z.wav
AMAR1272.20241218T031450Z.wav,233.525,244.19,G01,5333.3,17066.7,E:\F6\F6a_20241218\AMAR1272.20241218T031450Z.wav
AMAR1272.20241218T031450Z.wav,251.08,373.511,G01,5925.9,20622.2,E:\F6\F6a_20241218\AMAR1272.20241218T031450Z.wav
AMAR1272.20241218T031450Z.wav,390.249,403.16,G01,4622.2,18844.4,E:\F6\F6a_20241218\AMAR1272.20241218T031450Z.wav
AMAR1272.20241218T031450Z.wav,408.642,544.408,G01,5096.3,19911.1,E:\F6\F6a_20241218\AMAR1272.20241218T031450Z.wav
AMAR1272.20241218T031450Z.wav,573.508,587.267,G01,3674.1,16592.6,E:\F6\F6a_20241218\AMAR1272.20241218T031450Z.wav
AMAR1272.20250103T000450Z.wav,46.57,47.424,G01,5617.1,15897.5,E:\F6\F6a_20250103\AMAR1272.20250103T000450Z.wav
AMAR1272.20250103T000450Z.wav,52.974,60.369,G01,7312.8,20242.8,E:\F6\F6a_20250103\AMAR1272.20250103T000450Z.wav
AMAR1272.20250103T000450Z.wav,130.512,149.827,G01,6727.3,41941.0,E:\F6\F6a_20250103\AMAR1272.20250103T000450Z.wav
AMAR1272.20250103T000450Z.wav,239.351,258.008,G01,7790.9,21430.2,E:\F6\F6a_20250103\AMAR1272.20250103T000450Z.wav
AMAR1272.20250103T000450Z.wav,305.949,312.411,G01,12362.3,21636.4,E:\F6\F6a_20250103\AMAR1272.20250103T000450Z.wav
AMAR1272.20250103T000450Z.wav,375.338,386.407,G01,10545.5,18545.5,E:\F6\F6a_20250103\AMAR1272.20250103T000450Z.wav
AMAR1272.20250103T000450Z.wav,416.0,432.479,G01,6545.5,18727.3,E:\F6\F6a_20250103\AMAR1272.20250103T000450Z.wav
AMAR1272.20250103T000450Z.wav,482.608,484.47,G01,6966.5,17383.4,E:\F6\F6a_20250103\AMAR1272.20250103T000450Z.wav
AMAR1272.20250103T000450Z.wav,551.487,555.295,G01,6727.3,20363.6,E:\F6\F6a_20250103\AMAR1272.20250103T000450Z.wav
AMAR1272.20250103T001450Z.wav,169.456,183.401,G01,4545.5,21636.4,E:\F6\F6a_20250103\AMAR1272.20250103T001450Z.wav
AMAR1272.20250103T001450Z.wav,441.677,442.633,G01,6297.8,17986.7,E:\F6\F6a_20250103\AMAR1272.20250103T001450Z.wav
AMAR1272.20250103T010450Z.wav,44.425,47.442,G01,8533.3,12755.6,E:\F6\F6a_20250103\AMAR1272.20250103T010450Z.wav
AMAR1272.20250103T010450Z.wav,238.212,239.465,G01,8513.4,15580.1,E:\F6\F6a_20250103\AMAR1272.20250103T010450Z.wav
AMAR1272.20250103T071450Z.wav,528.704,530.122,G01,9090.9,17090.9,E:\F6\F6a_20250103\AMAR1272.20250103T071450Z.wav
AMAR1272.20250103T120450Z.wav,560.355,561.165,G01,5978.3,10529.3,E:\F6\F6a_20250103\AMAR1272.20250103T120450Z.wav
AMAR1272.20250118T021450Z.wav,363.038,413.367,G01,4553.8,17066.7,E:\F6\F6a_20250118\AMAR1272.20250118T021450Z.wav
AMAR1272.20250118T025450Z.wav,534.32,552.377,G01,11904.5,21782.2,E:\F6\F6a_20250118\AMAR1272.20250118T025450Z.wav
