file,onset_s,offset_s,label,freq_min,freq_max,filepath,index,source_filepath,duration_s,n_frames,id
AMAR1270.20250403T112257Z.wav,271.76,302.505,G01,7952.7,20639.1,E:\F5\F5a_20250403\AMAR1270.20250403T112257Z.wav,,,,,
AMAR1270.20250403T112257Z.wav,396.352,396.773,G01,8520.7,14201.2,E:\F5\F5a_20250403\AMAR1270.20250403T112257Z.wav,,,,,
AMAR1270.20250403T120257Z.wav,7.075,1799.739,G01,6374.7,29671.6,E:\F5\F5a_20250403\AMAR1270.20250403T120257Z.wav,,,,,
AMAR1270.20250403T130257Z.wav,0.304,11.63,G01,5491.1,27171.6,E:\F5\F5a_20250403\AMAR1270.20250403T130257Z.wav,,,,,
AMAR1270.20250403T132257Z.wav,313.151,316.423,G01,6437.9,21964.5,E:\F5\F5a_20250403\AMAR1270.20250403T132257Z.wav,,,,,
AMAR1270.20250403T222257Z.wav,100.187,124.361,G01,6816.6,20449.7,E:\F5\F5a_20250403\AMAR1270.20250403T222257Z.wav,,,,,
AMAR1271.20250218T001003Z.wav,319.455,1157.691,G01,5214.8,16948.1,E:\F6\F6a_20250218\AMAR1271.20250218T001003Z.wav,,,,,
AMAR1271.20250218T010003Z.wav,323.111,1440.357,G01,3911.1,15881.5,E:\F6\F6a_20250218\AMAR1271.20250218T010003Z.wav,,,,,
AMAR1271.20250218T020003Z.wav,14.475,1483.448,G01,5096.3,19437.0,E:\F6\F6a_20250218\AMAR1271.20250218T020003Z.wav,,,,,
AMAR1271.20250218T022003Z.wav,284.672,312.907,G01,9718.5,19792.6,E:\F6\F6a_20250218\AMAR1271.20250218T022003Z.wav,,,,,
AMAR1271.20250218T030003Z.wav,7.71,1783.97,G01,7348.1,18725.9,E:\F6\F6a_20250218\AMAR1271.20250218T030003Z.wav,,,,,
AMAR1271.20250218T040003Z.wav,2.944,1799.036,G01,4977.8,19674.1,E:\F6\F6a_20250218\AMAR1271.20250218T040003Z.wav,,,,,
AMAR1271.20250218T050003Z.wav,22.137,1800.044,G01,7111.1,15525.9,E:\F6\F6a_20250218\AMAR1271.20250218T050003Z.wav,,,,,
AMAR1271.20250218T060003Z.wav,40.568,1026.054,G01,9125.9,19674.1,E:\F6\F6a_20250218\AMAR1271.20250218T060003Z.wav,,,,,
AMAR1271.20250218T072003Z.wav,171.216,185.807,G01,7940.7,16948.1,E:\F6\F6a_20250218\AMAR1271.20250218T072003Z.wav,,,,,
AMAR1271.20250218T081003Z.wav,433.29,448.061,G01,14340.7,18844.4,E:\F6\F6a_20250218\AMAR1271.20250218T081003Z.wav,,,,,
AMAR1271.20250218T081003Z.wav,455.606,525.892,G01,9007.4,19555.6,E:\F6\F6a_20250218\AMAR1271.20250218T081003Z.wav,,,,,
AMAR1271.20250218T082003Z.wav,135.114,565.978,G01,8888.9,19200.0,E:\F6\F6a_20250218\AMAR1271.20250218T082003Z.wav,,,,,
AMAR1271.20250218T090003Z.wav,17.377,800.082,G01,10903.7,17896.3,E:\F6\F6a_20250218\AMAR1271.20250218T090003Z.wav,,,,,
AMAR1271.20250218T100003Z.wav,72.651,1504.09,G01,10074.1,18400.4,E:\F6\F6a_20250218\AMAR1271.20250218T100003Z.wav,,,,,
AMAR1271.20250218T110003Z.wav,99.198,257.052,G01,6874.1,19200.0,E:\F6\F6a_20250218\AMAR1271.20250218T110003Z.wav,,,,,
AMAR1271.20250218T111003Z.wav,98.54,99.098,G01,8296.3,10192.6,E:\F6\F6a_20250218\AMAR1271.20250218T111003Z.wav,,,,,
AMAR1271.20250218T111003Z.wav,527.331,527.749,G01,11140.7,16355.6,E:\F6\F6a_20250218\AMAR1271.20250218T111003Z.wav,,,,,
AMAR1271.20250303T010003Z.wav,543.823,549.753,G01,6769.2,18215.4,E:\F6\F6a_20250303\AMAR1271.20250303T010003Z.wav,,,,,
AMAR1271.20250303T011003Z.wav,156.031,159.806,G01,9353.8,21292.3,E:\F6\F6a_20250303\AMAR1271.20250303T011003Z.wav,,,,,
AMAR1271.20250303T020003Z.wav,13.57,17.529,G01,7630.8,17600.0,E:\F6\F6a_20250303\AMAR1271.20250303T020003Z.wav,,,,,
AMAR1271.20250303T020003Z.wav,21.945,78.331,G01,6892.3,21046.2,E:\F6\F6a_20250303\AMAR1271.20250303T020003Z.wav,,,,,
AMAR1271.20250303T020003Z.wav,221.566,449.783,G01,5784.6,20061.5,E:\F6\F6a_20250303\AMAR1271.20250303T020003Z.wav,,,,,
AMAR1271.20250303T020003Z.wav,491.833,500.475,G01,6276.9,21415.4,E:\F6\F6a_20250303\AMAR1271.20250303T020003Z.wav,,,,,
AMAR1271.20250303T020003Z.wav,567.772,599.649,G01,7753.8,21907.7,E:\F6\F6a_20250303\AMAR1271.20250303T020003Z.wav,,,,,
AMAR1271.20250303T021003Z.wav,1.193,14.739,G01,6646.2,19938.5,E:\F6\F6a_20250303\AMAR1271.20250303T021003Z.wav,,,,,
AMAR1271.20250303T021003Z.wav,46.174,88.431,G01,3569.2,21292.3,E:\F6\F6a_20250303\AMAR1271.20250303T021003Z.wav,,,,,
AMAR1271.20250303T021003Z.wav,190.719,191.704,G01,7015.4,21538.5,E:\F6\F6a_20250303\AMAR1271.20250303T021003Z.wav,,,,,
AMAR1271.20250303T021003Z.wav,349.812,380.805,G01,4553.8,21415.4,E:\F6\F6a_20250303\AMAR1271.20250303T021003Z.wav,,,,,
AMAR1271.20250303T021003Z.wav,409.091,410.193,G01,6276.9,22153.8,E:\F6\F6a_20250303\AMAR1271.20250303T021003Z.wav,,,,,
AMAR1271.20250303T021003Z.wav,434.537,513.752,G01,4553.8,22030.8,E:\F6\F6a_20250303\AMAR1271.20250303T021003Z.wav,,,,,
AMAR1271.20250303T021003Z.wav,517.934,519.17,G01,9476.9,28800.0,E:\F6\F6a_20250303\AMAR1271.20250303T021003Z.wav,,,,,
AMAR1271.20250303T021003Z.wav,529.426,530.278,G01,6276.9,17846.2,E:\F6\F6a_20250303\AMAR1271.20250303T021003Z.wav,,,,,
AMAR1271.20250303T021003Z.wav,542.596,558.565,G01,5907.7,22276.9,E:\F6\F6a_20250303\AMAR1271.20250303T021003Z.wav,,,,,
AMAR1271.20250303T021003Z.wav,568.944,576.678,G01,5046.2,23630.8,E:\F6\F6a_20250303\AMAR1271.20250303T021003Z.wav,,,,,
AMAR1271.20250303T070003Z.wav,3.078,3.846,G01,12553.8,24615.4,E:\F6\F6a_20250303\AMAR1271.20250303T070003Z.wav,,,,,
AMAR1271.20250303T070003Z.wav,39.606,42.045,G01,10584.6,25230.8,E:\F6\F6a_20250303\AMAR1271.20250303T070003Z.wav,,,,,
AMAR1271.20250303T191003Z.wav,392.642,406.794,G01,7162.2,24233.2,E:\F6\F6a_20250303\AMAR1271.20250303T191003Z.wav,,,,,
AMAR1271.20250318T000003Z.wav,2.155,20.83,G01,2461.5,16984.6,E:\F6\F6a_20250318\AMAR1271.20250318T000003Z.wav,,,,,
AMAR1271.20250318T000003Z.wav,261.784,263.488,G01,6030.8,13784.6,E:\F6\F6a_20250318\AMAR1271.20250318T000003Z.wav,,,,,
AMAR1271.20250318T000003Z.wav,288.124,290.546,G01,6276.9,14646.2,E:\F6\F6a_20250318\AMAR1271.20250318T000003Z.wav,,,,,
AMAR1271.20250318T000003Z.wav,322.773,326.531,G01,3569.2,13661.5,E:\F6\F6a_20250318\AMAR1271.20250318T000003Z.wav,,,,,
AMAR1271.20250318T000003Z.wav,385.676,392.04,G01,7384.6,18338.5,E:\F6\F6a_20250318\AMAR1271.20250318T000003Z.wav,,,,,
AMAR1271.20250318T000003Z.wav,439.944,443.852,G01,6030.8,13661.5,E:\F6\F6a_20250318\AMAR1271.20250318T000003Z.wav,,,,,
AMAR1271.20250318T000003Z.wav,456.57,474.059,G01,5415.4,19938.5,E:\F6\F6a_20250318\AMAR1271.20250318T000003Z.wav,,,,,
AMAR1271.20250318T000003Z.wav,509.151,511.005,G01,6030.8,13661.5,E:\F6\F6a_20250318\AMAR1271.20250318T000003Z.wav,,,,,
AMAR1271.20250318T000003Z.wav,572.505,580.74,G01,6030.8,16492.3,E:\F6\F6a_20250318\AMAR1271.20250318T000003Z.wav,,,,,
AMAR1271.20250318T000003Z.wav,595.412,598.469,G01,8615.4,22400.0,E:\F6\F6a_20250318\AMAR1271.20250318T000003Z.wav,,,,,
AMAR1271.20250318T001003Z.wav,4.64,86.184,G01,6153.8,22523.1,E:\F6\F6a_20250318\AMAR1271.20250318T001003Z.wav,,,,,
AMAR1271.20250318T001003Z.wav,105.545,178.51,G01,7384.6,22769.2,E:\F6\F6a_20250318\AMAR1271.20250318T001003Z.wav,,,,,
AMAR1271.20250318T001003Z.wav,192.097,211.699,G01,5784.6,18584.6,E:\F6\F6a_20250318\AMAR1271.20250318T001003Z.wav,,,,,
AMAR1271.20250318T001003Z.wav,225.645,236.235,G01,4676.9,19569.2,E:\F6\F6a_20250318\AMAR1271.20250318T001003Z.wav,,,,,
AMAR1271.20250318T001003Z.wav,257.784,267.69,G01,7507.7,16000.0,E:\F6\F6a_20250318\AMAR1271.20250318T001003Z.wav,,,,,
AMAR1271.20250318T001003Z.wav,285.261,293.679,G01,9846.2,13292.3,E:\F6\F6a_20250318\AMAR1271.20250318T001003Z.wav,,,,,
AMAR1271.20250318T001003Z.wav,328.884,334.413,G01,9230.8,17969.2,E:\F6\F6a_20250318\AMAR1271.20250318T001003Z.wav,,,,,
AMAR1271.20250318T001003Z.wav,415.948,416.983,G01,6030.8,17753.8,E:\F6\F6a_20250318\AMAR1271.20250318T001003Z.wav,,,,,
AMAR1271.20250318T001003Z.wav,470.686,471.454,G01,8180.7,14794.8,E:\F6\F6a_20250318\AMAR1271.20250318T001003Z.wav,,,,,
AMAR1271.20250318T001003Z.wav,504.458,505.543,G01,4438.5,14707.8,E:\F6\F6a_20250318\AMAR1271.20250318T001003Z.wav,,,,,
AMAR1271.20250318T002003Z.wav,342.798,344.384,G01,7745.5,17318.7,E:\F6\F6a_20250318\AMAR1271.20250318T002003Z.wav,,,,,
AMAR1271.20250318T002003Z.wav,347.759,348.51,G01,8093.7,13315.4,E:\F6\F6a_20250318\AMAR1271.20250318T002003Z.wav,,,,,
AMAR1271.20250318T002003Z.wav,415.361,428.39,G01,4438.5,17318.7,E:\F6\F6a_20250318\AMAR1271.20250318T002003Z.wav,,,,,
AMAR1271.20250318T002003Z.wav,433.685,436.158,G01,5569.8,16448.4,E:\F6\F6a_20250318\AMAR1271.20250318T002003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,7.926,11.968,G01,7571.5,17405.7,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,61.884,78.978,G01,6962.3,16013.2,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,85.748,86.383,G01,7876.9,14892.3,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,126.369,127.404,G01,11446.2,18584.6,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,134.988,135.974,G01,8615.4,17846.2,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,138.362,139.164,G01,7384.6,13292.3,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,149.103,159.446,G01,6646.2,17723.1,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,163.396,164.332,G01,9846.2,16000.0,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,168.731,169.917,G01,7753.8,18830.8,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,180.858,189.344,G01,6153.8,17969.2,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,192.324,201.21,G01,6400.0,19323.1,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,205.937,206.789,G01,11076.9,18092.3,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,223.45,236.729,G01,9107.7,16861.5,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,240.454,244.78,G01,6892.3,17107.7,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,249.731,250.433,G01,8246.2,14276.9,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,258.968,296.291,G01,6153.8,17723.1,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,328.752,329.971,G01,8738.5,14523.1,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,336.486,338.006,G01,7507.7,16738.5,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,349.765,351.402,G01,9600.0,17476.9,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,371.971,372.389,G01,6769.2,12676.9,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,382.418,382.852,G01,5415.4,13169.2,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,397.568,399.038,G01,4676.9,16861.5,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T010003Z.wav,407.981,408.683,G01,4923.1,13415.4,E:\F6\F6a_20250318\AMAR1271.20250318T010003Z.wav,,,,,
AMAR1271.20250318T011003Z.wav,44.355,58.727,G01,3076.9,19323.1,E:\F6\F6a_20250318\AMAR1271.20250318T011003Z.wav,,,,,
AMAR1271.20250318T011003Z.wav,118.64,153.541,G01,2584.6,23261.5,E:\F6\F6a_20250318\AMAR1271.20250318T011003Z.wav,,,,,
AMAR1271.20250318T011003Z.wav,184.005,268.159,G01,2584.6,17846.2,E:\F6\F6a_20250318\AMAR1271.20250318T011003Z.wav,,,,,
AMAR1271.20250318T012003Z.wav,172.272,212.719,G01,5784.6,14153.8,E:\F6\F6a_20250318\AMAR1271.20250318T012003Z.wav,,,,,
AMAR1271.20250318T012003Z.wav,259.035,259.52,G01,5538.5,11323.1,E:\F6\F6a_20250318\AMAR1271.20250318T012003Z.wav,,,,,
AMAR1271.20250318T020003Z.wav,0.359,55.345,G01,738.5,25846.2,E:\F6\F6a_20250318\AMAR1271.20250318T020003Z.wav,,,,,
AMAR1271.20250318T020003Z.wav,223.174,224.778,G01,7753.8,20430.8,E:\F6\F6a_20250318\AMAR1271.20250318T020003Z.wav,,,,,
AMAR1271.20250318T020003Z.wav,299.881,304.609,G01,8615.4,18953.8,E:\F6\F6a_20250318\AMAR1271.20250318T020003Z.wav,,,,,
AMAR1271.20250318T020003Z.wav,335.784,336.62,G01,10092.3,16861.5,E:\F6\F6a_20250318\AMAR1271.20250318T020003Z.wav,,,,,
AMAR1271.20250318T020003Z.wav,340.662,341.447,G01,7507.7,16492.3,E:\F6\F6a_20250318\AMAR1271.20250318T020003Z.wav,,,,,
AMAR1271.20250318T022003Z.wav,495.934,496.485,G01,9353.8,16492.3,E:\F6\F6a_20250318\AMAR1271.20250318T022003Z.wav,,,,,
AMAR1271.20250318T022003Z.wav,505.685,506.554,G01,7384.6,17353.8,E:\F6\F6a_20250318\AMAR1271.20250318T022003Z.wav,,,,,
AMAR1271.20250318T022003Z.wav,543.209,544.462,G01,8738.5,22892.3,E:\F6\F6a_20250318\AMAR1271.20250318T022003Z.wav,,,,,
AMAR1271.20250318T030003Z.wav,54.674,57.096,G01,5046.2,13169.2,E:\F6\F6a_20250318\AMAR1271.20250318T030003Z.wav,,,,,
AMAR1271.20250318T030003Z.wav,85.7,86.669,G01,5784.6,16738.5,E:\F6\F6a_20250318\AMAR1271.20250318T030003Z.wav,,,,,
AMAR1271.20250318T030003Z.wav,113.786,116.826,G01,6030.8,23876.9,E:\F6\F6a_20250318\AMAR1271.20250318T030003Z.wav,,,,,
AMAR1271.20250318T030003Z.wav,381.013,395.395,G01,5907.7,23876.9,E:\F6\F6a_20250318\AMAR1271.20250318T030003Z.wav,,,,,
AMAR1271.20250318T030003Z.wav,415.596,416.599,G01,7138.5,25723.1,E:\F6\F6a_20250318\AMAR1271.20250318T030003Z.wav,,,,,
AMAR1271.20250318T030003Z.wav,438.22,439.473,G01,4061.5,19323.1,E:\F6\F6a_20250318\AMAR1271.20250318T030003Z.wav,,,,,
AMAR1271.20250318T030003Z.wav,583.324,584.527,G01,6030.8,16492.3,E:\F6\F6a_20250318\AMAR1271.20250318T030003Z.wav,,,,,
AMAR1271.20250318T031003Z.wav,60.801,61.47,G01,4800.0,16246.2,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav,,,,,
AMAR1271.20250318T031003Z.wav,96.694,97.279,G01,6153.8,19938.5,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav,,,,,
AMAR1271.20250318T031003Z.wav,108.22,110.592,G01,5169.2,23138.5,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav,,,,,
AMAR1271.20250318T031003Z.wav,121.834,122.635,G01,5292.3,23753.8,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav,,,,,
AMAR1271.20250318T031003Z.wav,138.41,139.446,G01,8246.2,12800.0,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav,,,,,
AMAR1271.20250318T031003Z.wav,143.088,143.889,G01,6276.9,23753.8,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav,,,,,
AMAR1271.20250318T031003Z.wav,239.245,239.996,G01,7384.6,17353.8,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav,,,,,
AMAR1271.20250318T031003Z.wav,247.546,248.782,G01,8123.1,19446.2,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav,,,,,
AMAR1271.20250318T031003Z.wav,259.964,262.386,G01,6646.2,24492.3,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav,,,,,
AMAR1271.20250318T031003Z.wav,271.79,272.659,G01,6646.2,20061.5,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav,,,,,
AMAR1271.20250318T031003Z.wav,292.944,294.247,G01,8369.2,20923.1,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav,,,,,
AMAR1271.20250318T031003Z.wav,349.7,350.602,G01,12430.8,23753.8,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav,,,,,
AMAR1271.20250318T031003Z.wav,358.67,401.258,G01,6892.3,25969.2,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav,,,,,
AMAR1271.20250318T031003Z.wav,439.957,449.278,G01,8861.5,20800.0,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav,,,,,
AMAR1271.20250318T031003Z.wav,532.232,533.184,G01,5661.5,20923.1,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav,,,,,
AMAR1271.20250318T031003Z.wav,550.396,551.398,G01,4061.5,20553.8,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav,,,,,
AMAR1271.20250318T031003Z.wav,553.887,555.14,G01,6030.8,17476.9,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav,,,,,
AMAR1271.20250318T031003Z.wav,560.017,560.736,G01,7507.7,16861.5,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav,,,,,
AMAR1271.20250318T031003Z.wav,574.774,575.325,G01,5907.7,9723.1,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav,,,,,
AMAR1271.20250318T031003Z.wav,579.484,580.269,G01,8492.3,14892.3,E:\F6\F6a_20250318\AMAR1271.20250318T031003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,22.501,23.57,G01,4676.9,15015.4,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,73.678,76.434,G01,5907.7,17600.0,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,128.179,129.198,G01,5292.3,18461.5,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,130.017,130.952,G01,5661.5,16738.5,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,139.221,140.106,G01,5538.5,20553.8,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,155.096,155.814,G01,10830.8,18707.7,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,178.622,180.977,G01,8861.5,19938.5,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,223.545,224.046,G01,9969.2,16246.2,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,248.473,251.079,G01,6400.0,15630.8,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,256.865,265.1,G01,6646.2,23507.7,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,274.555,275.039,G01,9600.0,16246.2,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,286.738,288.025,G01,6030.8,21538.5,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,302.841,306.399,G01,6276.9,20923.1,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,310.565,311.567,G01,8984.6,20800.0,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,346.234,347.437,G01,8123.1,24123.1,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,350.894,352.164,G01,5292.3,22769.2,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,368.19,368.641,G01,9723.1,18338.5,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,378.696,379.381,G01,9846.2,21661.5,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,401.721,402.723,G01,6153.8,17969.2,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,403.926,405.011,G01,9353.8,23630.8,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,427.718,428.804,G01,9353.8,22400.0,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,430.892,431.51,G01,9107.7,21046.2,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T032003Z.wav,489.051,490.171,G01,9107.7,23138.5,E:\F6\F6a_20250318\AMAR1271.20250318T032003Z.wav,,,,,
AMAR1271.20250318T060003Z.wav,19.438,20.307,G01,5046.2,13169.2,E:\F6\F6a_20250318\AMAR1271.20250318T060003Z.wav,,,,,
AMAR1271.20250318T060003Z.wav,93.77,94.756,G01,7261.5,17353.8,E:\F6\F6a_20250318\AMAR1271.20250318T060003Z.wav,,,,,
AMAR1271.20250318T060003Z.wav,303.757,305.026,G01,9846.2,16861.5,E:\F6\F6a_20250318\AMAR1271.20250318T060003Z.wav,,,,,
AMAR1271.20250318T060003Z.wav,351.961,352.646,G01,8000.0,18953.8,E:\F6\F6a_20250318\AMAR1271.20250318T060003Z.wav,,,,,
AMAR1271.20250318T060003Z.wav,359.411,360.396,G01,6769.2,16000.0,E:\F6\F6a_20250318\AMAR1271.20250318T060003Z.wav,,,,,
AMAR1271.20250318T061003Z.wav,79.636,80.738,G01,7015.4,16984.6,E:\F6\F6a_20250318\AMAR1271.20250318T061003Z.wav,,,,,
AMAR1271.20250318T061003Z.wav,104.497,106.903,G01,3076.9,15876.9,E:\F6\F6a_20250318\AMAR1271.20250318T061003Z.wav,,,,,
AMAR1271.20250318T061003Z.wav,109.108,110.862,G01,5661.5,15384.6,E:\F6\F6a_20250318\AMAR1271.20250318T061003Z.wav,,,,,
AMAR1271.20250318T061003Z.wav,510.132,514.509,G01,3692.3,19692.3,E:\F6\F6a_20250318\AMAR1271.20250318T061003Z.wav,,,,,
AMAR1271.20250318T062003Z.wav,2.818,3.687,G01,5415.4,17107.7,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav,,,,,
AMAR1271.20250318T062003Z.wav,24.404,26.943,G01,7876.9,19692.3,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav,,,,,
AMAR1271.20250318T062003Z.wav,188.427,189.246,G01,8000.0,17476.9,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav,,,,,
AMAR1271.20250318T062003Z.wav,190.565,191.1,G01,6646.2,14030.8,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav,,,,,
AMAR1271.20250318T062003Z.wav,207.653,208.589,G01,7876.9,14153.8,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav,,,,,
AMAR1271.20250318T062003Z.wav,244.849,245.384,G01,9476.9,13046.2,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav,,,,,
AMAR1271.20250318T062003Z.wav,365.778,366.379,G01,7261.5,13415.4,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav,,,,,
AMAR1271.20250318T062003Z.wav,386.731,387.884,G01,7507.7,17600.0,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav,,,,,
AMAR1271.20250318T062003Z.wav,394.883,396.269,G01,7876.9,16246.2,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav,,,,,
AMAR1271.20250318T062003Z.wav,401.554,402.556,G01,8123.1,15384.6,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav,,,,,
AMAR1271.20250318T062003Z.wav,404.494,405.279,G01,8615.4,16369.2,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav,,,,,
AMAR1271.20250318T062003Z.wav,429.69,430.926,G01,9600.0,18338.5,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav,,,,,
AMAR1271.20250318T062003Z.wav,441.867,442.836,G01,8861.5,28430.8,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav,,,,,
AMAR1271.20250318T062003Z.wav,580.014,580.95,G01,7138.5,14892.3,E:\F6\F6a_20250318\AMAR1271.20250318T062003Z.wav,,,,,
AMAR1271.20250318T070003Z.wav,287.003,308.517,G01,5415.4,22892.3,E:\F6\F6a_20250318\AMAR1271.20250318T070003Z.wav,,,,,
AMAR1271.20250318T070003Z.wav,573.656,574.241,G01,5661.5,12800.0,E:\F6\F6a_20250318\AMAR1271.20250318T070003Z.wav,,,,,
