file,onset_s,offset_s,label,freq_min,freq_max,selection,view,filepath
B92C2231.wav,1644.264,1644.919,G01,6264.5,6952.9,40,Spectrogram 1,G:\F2\F2_20240718\B92C2231.WAV
B92C2231.wav,1728.463,1730.427,G01,2168.0,9384.4,40,Spectrogram 1,G:\F2\F2_20240718\B92C2231.WAV
B92C2232.wav,114.18,115.869,G01,5141.3,6039.5,68,Spectrogram 1,G:\F2\F2_20240718\B92C2232.WAV
B92C2232.wav,376.074,377.37,G01,6225.3,7340.3,68,Spectrogram 1,G:\F2\F2_20240718\B92C2232.WAV
B92C2232.wav,1276.588,1306.805,G01,5203.2,6225.3,68,Spectrogram 1,G:\F2\F2_20240718\B92C2232.WAV
B92C2233.wav,76.192,77.646,G01,3406.9,3995.3,81,Spectrogram 1,G:\F2\F2_20240718\B92C2233.WAV
B92C2233.wav,185.724,219.606,G01,3314.0,4428.9,81,Spectrogram 1,G:\F2\F2_20240718\B92C2233.WAV
B92C2233.wav,251.725,257.127,G01,3046.2,4164.8,81,Spectrogram 1,G:\F2\F2_20240718\B92C2233.WAV
B92C2606.wav,661.623,662.661,G01,6155.8,10559.6,36,Spectrogram 1,G:\F2\F2_20240803\B92C2606.WAV
B92C2611.wav,711.201,714.612,G01,3646.2,6818.8,195,Spectrogram 1,G:\F2\F2_20240803\B92C2611.WAV
B92C2611.wav,717.663,718.341,G01,4451.1,16289.3,195,Spectrogram 1,G:\F2\F2_20240803\B92C2611.WAV
B92C2611.wav,809.074,816.595,G01,10086.1,14726.7,195,Spectrogram 1,G:\F2\F2_20240803\B92C2611.WAV
B92C2613.wav,1067.104,1068.799,G01,5445.5,14016.4,241,Spectrogram 1,G:\F2\F2_20240803\B92C2613.WAV
B92C2614.wav,1695.397,1701.901,G01,5208.8,9281.1,263,Spectrogram 1,G:\F2\F2_20240803\B92C2614.WAV
B92C2967.wav,812.522,814.259,G01,8095.1,12651.6,30,Spectrogram 1,G:\F2\F2_20240818\B92C2967.WAV
B92C2968.wav,363.731,365.108,G01,5950.5,12203.5,36,Spectrogram 1,G:\F2\F2_20240818\B92C2968.WAV
B92C2971.wav,680.49,682.948,G01,4895.8,9840.1,54,Spectrogram 1,G:\F2\F2_20240818\B92C2971.WAV
B92C2971.wav,920.998,960.357,G01,5768.3,12215.3,54,Spectrogram 1,G:\F2\F2_20240818\B92C2971.WAV
B92C2971.wav,980.761,982.965,G01,7174.1,13572.5,54,Spectrogram 1,G:\F2\F2_20240818\B92C2971.WAV
B92C2971.wav,1208.626,1211.168,G01,5138.2,12409.2,54,Spectrogram 1,G:\F2\F2_20240818\B92C2971.WAV
B92C2974.wav,1085.636,1117.543,G01,7271.0,10227.9,71,Spectrogram 1,G:\F2\F2_20240818\B92C2974.WAV
B92C2975.wav,1600.959,1645.662,G01,4120.2,16335.5,85,Spectrogram 1,G:\F2\F2_20240818\B92C2975.WAV
B92C2975.wav,1741.247,1761.476,G01,3635.5,9791.6,85,Spectrogram 1,G:\F2\F2_20240818\B92C2975.WAV
B92C2977.wav,250.291,252.384,G01,4071.8,6059.2,103,Spectrogram 1,G:\F2\F2_20240818\B92C2977.WAV
B92C2978.wav,523.088,525.378,G01,8288.9,9937.0,114,Spectrogram 1,G:\F2\F2_20240818\B92C2978.WAV
B92C2978.wav,1756.889,1794.44,G01,3635.5,9937.0,128,Spectrogram 1,G:\F2\F2_20240818\B92C2978.WAV
B92C2979.wav,155.411,159.908,G01,7610.3,15560.0,134,Spectrogram 1,G:\F2\F2_20240818\B92C2979.WAV
B92C2979.wav,187.843,195.248,G01,8201.8,15258.3,134,Spectrogram 1,G:\F2\F2_20240818\B92C2979.WAV
B92C2979.wav,295.063,302.37,G01,5766.4,14919.5,134,Spectrogram 1,G:\F2\F2_20240818\B92C2979.WAV
B92C2979.wav,799.469,802.956,G01,7416.4,12651.6,134,Spectrogram 1,G:\F2\F2_20240818\B92C2979.WAV
B92C2979.wav,1042.322,1044.609,G01,2423.7,12118.3,134,Spectrogram 1,G:\F2\F2_20240818\B92C2979.WAV
B92C2979.wav,1137.589,1141.81,G01,7804.2,15947.7,134,Spectrogram 1,G:\F2\F2_20240818\B92C2979.WAV
